Name,Value
"Когда княжна Марья взошла в комнату, князь Василий с сыном уже были в гостиной, разговаривая с маленькой княгиней и m-lle Bourienne. Когда она вошла своей тяжелой походкой, ступая на пятки, мужчины и m-lle Bourienne приподнялись, и маленькая княжна, указывая на нее мужчинам, сказала: «Voilà Marie!» 1 Княжна Марья видела всех, и подробно видела. Она видела лицо князя Василья, на мгновенье серьезно остановившееся при виде княжны и тотчас же улыбнувшееся, и лицо маленькой княгини, читавшей с любопытством на лицах гостей впечатление, которое произведет на них Marie. Она видела и m-lle Bourienne с ее лентой и красивым лицом и оживленным, как никогда, взглядом, устремленным на него; но она не могла видеть его, она видела только что-то большое, яркое и прекрасное, подвинувшееся к ней, когда она вошла в комнату. Сначала к ней подошел князь Василий, и она поцеловала плешивую голову, наклонившуюся над ее рукой, и отвечала на его слова, что она, напротив, очень хорошо помнит его. Потом к ней подошел Анатоль. Она все еще не видала его. Она только почувствовала нежную руку, твердо взявшую ее руку, и чуть дотронулась до белого лба, над которым были припомажены прекрасные русые волосы. Когда она взглянула на него, красота его поразила ее. Анатоль, заложив большой палец правой руки за застегнутую пуговицу мундира, с выгнутой вперед грудью, а назад — спиною, покачивая одной отставленной ногой и слегка склонив голову, молча, весело глядел на княжну, видимо, совершенно о ней не думая. Анатоль был не находчив, не быстр и не красноречив в разговорах, но у него зато была драгоценная для света способность спокойствия и ничем не изменяемая уверенность. Замолчи при первом знакомстве несамоуверенный человек и выкажи сознание неприличности этого молчания и желание найти что-нибудь, и будет нехорошо; но Анатоль молчал, покачивал ногой, весело наблюдая прическу княжны. Видно было, что он так спокойно мог молчать очень долго. «Ежели кому неловко от молчания, так разговаривайте, а мне не хочется», как будто говорил его вид. Кроме того, в обращении с женщинами у Анатоля была та манера, которая более всего внушает в женщинах любопытство, страх и даже любовь, — манера презрительного сознания своего превосходства. Как будто он говорил им своим видом: «Знаю вас, знаю, да что с вами возиться? А уж вы бы РАДЫ!» Может быть, что он этого не думал, встречаясь с женщинами (и даже вероятно, что нет, потому что он вообще мало думал), но такой у него был вид и такая манера. Княжна почувствовала это и, как будто желая ему показать, что она и не смеет думать о том, чтобы занять его, обратилась к старому князю. Разговор шел общий и оживленный благодаря голоску и губке с усиками, поднимавшейся над белыми зубами маленькой княгини. Она встретила князя Василья с тем приемом шуточки, который часто употребляется болтливо-веселыми людьми и который состоит в том, что между человеком, с которым так обращаются, и собой предполагают какие-то давно установившиеся шуточки и веселые, отчасти не всем известные, забавные воспоминания, тогда как никаких таких воспоминаний нет, как их и не было между маленькой княгиней и князем Васильем. Князь Василий охотно поддался этому тону; маленькая княгиня вовлекла в это воспоминание никогда не бывших смешных происшествий и Анатоля, которого она почти не знала.",50
"— Ну, здравствуй, здравствуй, РАД видеть.",50
"Общество после чая перешло в диванную, и княжну попросили поиграть на клавикордах. Анатоль облокотился перед ней подле m-lle Bourienne, и глаза его, смеясь и радуясь, смотрели на княжну Марью. Княжна Марья с мучительным и РАДОСТНЫМ волнением чувствовала на себе его взгляд. Любимая соната переносила ее в самый задушевно-поэтический мир, а чувствуемый на себе взгляд придавал этому миру еще большую поэтичность. Взгляд же Анатоля, хотя и был устремлен на нее, относился не к ней, а к движениям ножки m-lle Bourienne, которую он в это время трогал своею ногой под фортепиано. M-lle Bourienne смотрела тоже на княжну, и в ее прекрасных глазах было тоже новое для княжны Марьи выражение испуганной радости и надежды.",50
"Общество после чая перешло в диванную, и княжну попросили поиграть на клавикордах. Анатоль облокотился перед ней подле m-lle Bourienne, и глаза его, смеясь и радуясь, смотрели на княжну Марью. Княжна Марья с мучительным и радостным волнением чувствовала на себе его взгляд. Любимая соната переносила ее в самый задушевно-поэтический мир, а чувствуемый на себе взгляд придавал этому миру еще большую поэтичность. Взгляд же Анатоля, хотя и был устремлен на нее, относился не к ней, а к движениям ножки m-lle Bourienne, которую он в это время трогал своею ногой под фортепиано. M-lle Bourienne смотрела тоже на княжну, и в ее прекрасных глазах было тоже новое для княжны Марьи выражение испуганной РАДОСТИ и надежды.",50
"— Я тебе говорила, что все буграми и ямами, — твердила маленькая княгиня, — я бы сама РАДА была заснуть; стало быть, я не виновата. — И голос ее задрожал, как у собирающегося плакать ребенка.",51
"«Первый встречный показался — и отец и все забыто, и бежит, кверху чешется и хвостом винтит, и сама на себя не похожа! РАДА бросить отца! И знала, что я замечу... Фр... фр... фр... И разве я не вижу, что этот дурень смотрит только на Бурьенку (надо ее прогнать)! И как гордости настолько нет, чтоб понять это! Хотя не для себя, коли нет гордости, так для меня, по крайней мере. Надо ей показать, что этот болван о ней и не думает, а только смотрит на Bourienne. Нет у ней гордости, но я покажу ей это...»",51
"— Ну, и кончено, мой милый. Очень РАД тебя видеть, очень РАД тебя видеть. Поди к себе, княжна, поди, — говорил старый князь. — Очень, очень РАД тебя видеть, — повторял он, обнимая князя Василья.",51
"— Ну, и кончено, мой милый. Очень РАД тебя видеть, очень РАД тебя видеть. Поди к себе, княжна, поди, — говорил старый князь. — Очень, очень РАД тебя видеть, — повторял он, обнимая князя Василья.",51
"— Ну, и кончено, мой милый. Очень РАД тебя видеть, очень РАД тебя видеть. Поди к себе, княжна, поди, — говорил старый князь. — Очень, очень РАД тебя видеть, — повторял он, обнимая князя Василья.",51
— Николенька... ранен... письмо... — проговорила она торжественно и РАДОСТНО.,52
"— Вот видно, что все вы, женщины, — плаксы, — сказал Петя, решительными большими шагами прохаживаясь по комнате. — Я так очень РАД и, право, очень РАД, что брат так отличился. Все вы нюни! Ничего не понимаете.",52
"— Вот видно, что все вы, женщины, — плаксы, — сказал Петя, решительными большими шагами прохаживаясь по комнате. — Я так очень РАД и, право, очень РАД, что брат так отличился. Все вы нюни! Ничего не понимаете.",52
"Сначала он слышал звуки равнодушных речей, потом один звук голоса Анны Михайловны, говорившей длинную речь, потом вскрик, потом молчание, потом опять оба голоса вместе говорили с РАДОСТНЫМИ интонациями, и потом шаги, и Анна Михайловна отворила ему дверь. На лице Анны Михайловны было гордое выражение оператора, окончившего трудную ампутацию и вводящего публику для того, чтоб она могла оценить его искусство.",52
"Письмо Николушки было прочитано сотни раз, и те, которые считались достойными его слушать, должны были приходить к графине, которая не выпускала его из рук. Приходили гувернеры, няни, Митенька, некоторые знакомые, и графиня перечитывала письмо всякий раз с новым наслаждением и всякий раз открывала по этому письму новые добродетели в своем Николушке. Как странно, необычайно, РАДОСТНО ей было, что сын ее — тот сын, который чуть заметно крошечными членами шевелился в ней самой двадцать лет тому назад, тот сын, за которого она ссорилась с баловником-графом, тот сын, который выучился говорить прежде: «груша», а потом «баба», что этот сын теперь там, в чужой земле, в чужой среде, мужественный воин, один, без помощи и руководства, делает там какое-то свое мужское дело. Весь всемирный вековой опыт, указывающий на то, что дети незаметным путем от колыбели делаются мужами, не существовал для графини. Возмужание ее сына в каждой поре возмужания было для нее так же необычайно, как бы и не было никогда миллионов-миллионов людей, точно так же возмужавших. Как не верилось двадцать лет тому назад, чтобы то маленькое существо, которое жило где-то там у ней под сердцем, закричало бы и стало сосать грудь и стало бы говорить, так и теперь не верилось ей, что это же существо могло быть тем сильным, храбрым мужчиной, образцом сыновей и людей, которым он был теперь, судя по этому письму.",52
"Берг воспользовался случаем спросить с особенною учтивостию, будут ли выдавать теперь, как слышно было, удвоенное фуражное армейским ротным командирам? На это князь Андрей с улыбкой отвечал, что он не может судить о столь важных государственных распоряжениях, и Берг РАДОСТНО рассмеялся.",53
"Впереди от Ольмюца показалась подвигавшаяся группа. И в это же время, хотя день был безветренный, легкая струя ветра пробежала по армии и чуть заколебала флюгера пик и распущенные знамена, затрепавшиеся о свои древки. Казалось, сама армия этим легким движением выражала свою РАДОСТЬ при приближении государей. Послышался один голос: «Смирно!» Потом, как петухи на заре, повторились голоса в разных концах. И все затихло.",54
"В мертвой тишине слышался только топот лошадей. То была свита императоров. Государи подъехали к флангу, и раздались звуки трубачей первого кавалерийского полка, заигравшие генерал-марш. Казалось, не трубачи это играли, а сама армия, радуясь приближению государя, естественно издавала эти звуки. Из-за этих звуков отчетливо послышался один молодой, ласковый голос императора Александра. Он сказал приветствие, и первый полк гаркнул: «Урра!» — так оглушительно, продолжительно, РАДОСТНО, что сами люди ужаснулись численности и силе той громады, которую они составляли.",54
"— Ах, какая досада! — сказал Долгоруков, поспешно вставая и пожимая руки князя Андрея и Бориса. — Вы знаете, я очень РАД сделать все, что от меня зависит, и для вас, и для этого милого молодого человека. — Он еще раз пожал руку Бориса с выражением добродушного, искреннего и оживленного легкомыслия. — Но вы видите... до другого раза!",55
"На заре 16-го числа эскадрон Денисова, в котором служил Николай Ростов и который был в отряде князя Багратиона, двинулся с ночлега в дело, как говорили, и, пройдя около версты позади других колонн, был остановлен на большой дороге. Ростов видел, как мимо его прошли вперед казаки, 1-й и 2-й эскадрон гусар, пехотные батальоны с артиллерией и проехали генералы Багратион и Долгоруков с адъютантами. Весь страх, который он, как и прежде, испытывал перед делом, вся внутренняя борьба, посредством которой он преодолевал этот страх, все его мечтания о том, как он по-гусарски отличится в этом деле, — пропали даром. Эскадрон их был оставлен в резерве, и Николай Ростов скучно и тоскливо провел этот день. В девятом часу утра он услыхал пальбу впереди себя, крики «ура», видел привозимых назад раненых (их было немного) и, наконец, видел, как в середине сотни казаков провели целый отряд французских кавалеристов. Очевидно, дело было кончено, и дело было, очевидно, небольшое, но счастливое. Проходившие назад солдаты и офицеры рассказывали о блестящей победе, о занятии города Вишау и взятии в плен целого французского эскадрона. День был ясный, солнечный, после сильного ночного заморозка, и веселый блеск осеннего дня совпадал с известием о победе, которое передавали не только рассказы участвовавших в нем, но и РАДОСТНОЕ выражение лиц солдат, офицеров, генералов и адъютантов, ехавших туда и оттуда мимо Ростова. Тем больнее щемило сердце Николая, напрасно перестрадавшего весь страх, предшествующий сражению, и пробывшего этот веселый день в бездействии.",56
"Ростов не помнил и не чувствовал, как он добежал до своего места и сел на лошадь. Мгновенно прошло его сожаление о неучастии в деле, его будничное расположение духа в кругу приглядевшихся лиц, мгновенно исчезла всякая мысль о себе: он весь поглощен был чувством счастия, происходящего от близости государя. Он чувствовал себя одною этою близостью вознагражденным за потерю нынешнего дня. Он был счастлив, как любовник, дождавшийся ожидаемого свидания. Не смея оглядываться во фронте и не оглядываясь, он чувствовал восторженным чутьем его приближение. И он чувствовал это не по одному звуку копыт лошадей приближавшейся кавалькады, но он чувствовал это потому, что по мере приближения все светлее, РАДОСТНЕЕ и значительнее и праздничнее делалось вокруг него. Все ближе и ближе подвигалось это солнце для Ростова, распространяя вокруг себя лучи кроткого и величественного света, и вот он уже чувствует себя захваченным этими лучами, он слышит его голос — этот ласковый, спокойный, величественный и вместе с тем столь простой голос. Как и должно было быть по чувству Ростова, наступила мертвая тишина, и в этой тишине раздались звуки голоса государя.",56
"Как слышно было, цель присылки Савари состояла в предложении мира и в предложении свидания императора Александра с Наполеоном. В личном свидании, к РАДОСТИ и гордости всей армии, было отказано, и вместо государя князь Долгоруков, победитель при Вишау, был отправлен вместе с Савари для переговоров с Наполеоном, ежели переговоры эти, против чаяния, имели целью действительное желание мира.",57
— РАДЫ стараться! — прокричали солдаты.,61
"Все желания его исполнялись в это утро: давалось генеральное сражение, он участвовал в нем; мало того, он был ординарцем при храбрейшем генерале; мало того, он ехал с поручением к Кутузову, а может быть, и к самому государю. Утро было ясное, лошадь под ним была добрая. На душе его было РАДОСТНО и счастливо. Получив приказание, он пустил лошадь и поскакал вдоль по линии. Сначала он ехал по линии Багратионовых войск, еще не выступавших в дело и стоявших неподвижно; потом он въехал в пространство, занимаемое кавалерии Уварова, и здесь заметил уже передвижения и признаки приготовлений к делу; проехав кавалерию Уварова, он уже ясно услыхал звуки пушечной и орудийной стрельбы впереди себя. Стрельба все усиливалась.",63
"«Как! Я как будто РАД случаю воспользоваться тем, что он один и в унынии. Ему неприятно и тяжело может показаться неизвестное лицо в эту минуту печали, и потом, что я могу сказать ему теперь, когда при одном взгляде на него у меня замирает сердце и пересыхает во рту?» Ни одна из тех бесчисленных речей, которые он, обращая к государю, слагал в своем воображении, не приходила ему теперь в голову. Те речи большею частию держались совсем при других условиях, те говорились большею частию в минуты побед и торжеств и преимущественно на смертном одре от полученных ран, в то время как государь благодарил его за геройские поступки и он, умирая, высказывал ему подтвержденную на деле любовь свою.",64
"Князь Андрей понял, что это было сказано о нем и что говорит это Наполеон. Он слышал, как называли sire 5 того, кто сказал эти слова. Но он слышал эти слова, как бы он слышал жужжание мухи. Он не только не интересовался ими, но он и не заметил, а тотчас же забыл их. Ему жгло голову; он чувствовал, что он исходит кровью, и он видел над собою далекое, высокое и вечное небо. Он знал, что это был Наполеон — его герой, но в эту минуту Наполеон казался ему столь маленьким, ничтожным человеком в сравнении с тем, что происходило теперь между его душой и этим высоким, бесконечным небом с бегущими по нем облаками. Ему было совершенно все равно в эту минуту, кто бы ни стоял над ним, что бы ни говорил о нем; он РАД был только тому, что остановились над ним люди, и желал только, чтоб эти люди помогли ему и возвратили бы его к жизни, которая казалась ему столь прекрасною, потому что он так иначе понимал ее теперь. Он собрал все свои силы, чтобы пошевелиться и произвести какой-нибудь звук. Он слабо пошевелил ногою и произвел самого его разжалобивший, слабый, болезненный стон.",65
"Несмотря на то, что за пять минут перед этим князь Андрей мог сказать несколько слов солдатам, переносившим его, он теперь, прямо устремив свои глаза на Наполеона, молчал... Ему так ничтожны казались в эту минуту все интересы, занимавшие Наполеона, так мелочен казался ему сам герой его, с этим мелким тщеславием и РАДОСТЬЮ победы, в сравнении с тем высоким, справедливым и добрым небом, которое он видел и понял, — что он не мог отвечать ему.",65
"Ростов, забыв совершенно о Денисове, не желая никому дать предупредить себя, скинул шубу и на цыпочках побежал в темную большую залу. Все то же — те же ломберные столы, та же люстра в чехле; но кто-то уж видел молодого барина, и не успел он добежать до гостиной, как что-то стремительно, как буря, вылетело из боковой двери и обняло и стало целовать его. Еще другое, третье такое же существо выскочило из другой, третьей двери; еще объятия, еще поцелуи, еще крики, слезы РАДОСТИ. Он не мог разобрать, где и кто папа, кто Наташа, кто Петя. Все кричали, говорили и целовали его в одно и то же время. Только матери не было в числе их — это он помнил.",66
"Со всех сторон были блестящие слезами РАДОСТИ любящие глаза, со всех сторон были губы, искавшие поцелуя.",66
"Ростов поспешно обулся, надел халат и вышел. Наташа надела один сапог со шпорой и влезала в другой. Соня кружилась и только что хотела раздуть платье и присесть, когда он вышел. Обе были в одинаковых, новеньких, голубых платьях — свежие, румяные, веселые. Соня убежала, а Наташа, взяв брата под руку, повела его в диванную, и у них начался разговор. Они не успевали спрашивать друг друга и отвечать на вопросы о тысячах мелочей, которые могли интересовать только их одних. Наташа смеялась при всяком слове, которое он говорил и которое она говорила, не потому, что было смешно то, что они говорили, но потому, что ей было весело и она не в силах была удерживать своей РАДОСТИ, выражавшейся смехом.",66
"— Нет, послушай, — сказала она, — ты теперь совсем мужчина? Я ужасно РАДА, что ты мой брат. — Она тронула его усы. — Мне хочется знать, какие вы, мужчины? Такие ли, как мы?",66
"Ростов видел, что все это было хорошо придумано ими. Соня и вчера поразила его своей красотой. Нынче, увидав ее мельком, она ему показалась еще лучше. Она была прелестная шестнадцатилетняя девочка, очевидно, страстно его любящая (в этом он не сомневался ни на минуту). Отчего же ему было не любить ее и не жениться даже, думал Ростов, но не теперь. Теперь столько еще других РАДОСТЕЙ и занятий! «Да, они это прекрасно придумали, — подумал он, — надо оставаться свободным».",66
"— Ну и прекрасно, — сказал он, — после поговорим. Ах, как я тебе РАД! — прибавил он. — Ну, а что же ты, Борису не изменила? — спросил брат.",66
"И Наташа встала на цыпочках и прошлась из комнаты так, как делают танцовщицы, но улыбаясь так, как только улыбаются счастливые пятнадцатилетние девочки. Встретившись в гостиной с Соней, Ростов покраснел. Он не знал, как обойтись с ней. Вчера они поцеловались в первую минуту РАДОСТИ свидания, но нынче он чувствовал, что нельзя было этого сделать; он чувствовал, что все, и мать и сестры, смотрели на него вопросительно и от него ожидали, как он поведет себя с нею. Он поцеловал ее руку и назвал ее вы — Соня. Но глаза их, встретившись, сказали друг другу «ты» и нежно поцеловались. Она просила своим взглядом у него прощенья за то, что в посольстве Наташи она смела напомнить ему о его обещании, и благодарила его за его любовь. Он своим взглядом благодарил ее за предложение свободы и говорил, что, так ли, иначе ли, он никогда не перестанет любить ее, потому что нельзя не любить ее.",66
"Граф Илья Андреич Ростов иноходью, озабоченно, торопливо похаживал в своих мягких сапогах из столовой в гостиную, поспешно и совершенно одинаково здороваясь с важными и неважными лицами, которых он всех знал, и, изредка отыскивая глазами своего стройного молодца-сына, РАДОСТНО останавливал на нем свой взгляд и подмигивал ему. Молодой Ростов стоял у окна с Долоховым, с которым он недавно познакомился и знакомством которого он дорожил. Старый граф подошел к ним и пожал руку Долохову.",68
"В дверях передней показался Багратион, без шляпы и шпаги, которые он, по клубному обычаю, оставил у швейцара. Он был не в смушковом картузе, с нагайкой через плечо, как видел его Ростов в ночь накануне Аустерлицкого сражения, а в новом узком мундире с русскими и иностранными орденами и с георгиевской звездой на левой стороне груди. Он, видимо, сейчас, перед обедом, подстриг волосы и бакенбарды, что́ невыгодно изменяло его физиономию. На лице его было что-то наивно-праздничное, дававшее, в соединении с его твердыми, мужественными чертами, даже несколько комическое выражение его лицу. Беклешов и Федор Петрович Уваров, приехавшие с ним вместе, остановились в дверях, желая, чтобы он, как главный гость, прошел вперед их. Багратион смешался, не желая воспользоваться их учтивостью; произошла остановка в дверях, и, наконец, Багратион все-таки прошел вперед. Он шел, не зная, куда девать руки, застенчиво и неловко, по паркету приемной: ему привычнее и легче было ходить под пулями по вспаханному полю, как он шел перед Курским полком в Шенграбене. Старшины встретили его у первой двери, сказав ему несколько слов о РАДОСТИ видеть столь дорогого гостя, и, не дождавшись его ответа, как бы завладев им, окружили его и повели в гостиную. В дверях гостиной не было возможности пройти от столпившихся членов и гостей, давивших друг друга и через плечи друг друга старавшихся, как редкого зверя, рассмотреть Багратиона. Граф Илья Андреич, энергичнее всех, смеясь и приговаривая: «Пусти, mon cher, пусти, пусти!», протолкал толпу, провел гостей в гостиную и посадил на средний диван. Тузы, почетнейшие члены клуба, обступили вновь прибывших. Граф Илья Андреич, проталкиваясь опять через толпу, вышел из гостиной и с другим старшиной через минуту явился, неся большое серебряное блюдо, которое он поднес князю Багратиону. На блюде лежали сочиненные и напечатанные в честь героя стихи. Багратион, увидав блюдо, испуганно оглянулся, как бы отыскивая помощи. Но во всех глазах было требование того, чтобы он покорился. Чувствуя себя в их власти, Багратион решительно, обеими руками, взял блюдо и сердито, укоризненно посмотрел на графа, подносившего его. Кто-то услужливо вынул из рук Багратиона блюдо (а то он, казалось, намерен был держать его так до вечера и так идти к столу) и обратил его внимание на стихи. «Ну и прочту», — как будто сказал Багратион и, устремив усталые глаза на бумагу, стал читать с сосредоточенным и серьезным видом. Сам сочинитель взял стихи и стал читать. Князь Багратион склонил голову и слушал.",68
"Перед самым обедом граф Илья Андреич представил князю своего сына. Багратион, узнав его, сказал несколько нескладных, неловких слов, как и все слова, которые он говорил в этот день. Граф Илья Андреич РАДОСТНО и гордо оглядывал всех в то время, как Багратион говорил с его сыном.",68
"Труды его не пропали даром. Обеды, постный и скоромный, были великолепны, но совершенно спокоен он все-таки не мог быть до конца обеда. Он подмигивал буфетчику, шепотом приказывал лакеям и не без волнения ожидал каждого знакомого ему блюда. Все было прекрасно. На втором блюде, вместе с исполинской стерлядью (увидав которую, Илья Андреич покраснел от РАДОСТИ и застенчивости), уже лакеи стали хлопать пробками и наливать шампанское. После рыбы, которая произвела некоторое впечатление, граф Илья Андреич переглянулся с другими старшинами. «Много тостов будет, пора начинать!» — шепнул он и, взяв бокал в руки, встал. Все замолкли и ожидали, что он скажет.",68
"— Здоровье государя императора! — крикнул он, и в ту же минуту добрые глаза его увлажились слезами РАДОСТИ и восторга. В ту же минуту заиграли «Гром победы раздавайся». Все встали с своих мест и закричали ура! И Багратион закричал ура! тем же голосом, каким он кричал на Шенграбенском поле. Восторженный голос молодого Ростова был слышен из-за всех трехсот голосов. Он чуть не плакал.",68
"Княжна не упала, с ней не сделалось дурноты. Она была уже бледна, но когда она услыхала эти слова, лицо ее изменилось и что-то просияло в ее лучистых прекрасных глазах. Как будто РАДОСТЬ, высшая РАДОСТЬ, независимая от печалей и радостей этого мира, разлилась сверх той сильной печали, которая была в ней. Она забыла весь страх к отцу, подошла к нему, взяла его за руку, потянула к себе и обняла за сухую жилистую шею.",72
"Княжна не упала, с ней не сделалось дурноты. Она была уже бледна, но когда она услыхала эти слова, лицо ее изменилось и что-то просияло в ее лучистых прекрасных глазах. Как будто РАДОСТЬ, высшая РАДОСТЬ, независимая от печалей и радостей этого мира, разлилась сверх той сильной печали, которая была в ней. Она забыла весь страх к отцу, подошла к нему, взяла его за руку, потянула к себе и обняла за сухую жилистую шею.",72
"Княжна не упала, с ней не сделалось дурноты. Она была уже бледна, но когда она услыхала эти слова, лицо ее изменилось и что-то просияло в ее лучистых прекрасных глазах. Как будто радость, высшая радость, независимая от печалей и РАДОСТЕЙ этого мира, разлилась сверх той сильной печали, которая была в ней. Она забыла весь страх к отцу, подошла к нему, взяла его за руку, потянула к себе и обняла за сухую жилистую шею.",72
"— Ах, как я РАДА, няня.",73
"Маленькая княгиня лежала на подушках, в белом чепчике (страданье только что отпустило ее), черные волосы прядями вились у ее воспаленных, вспотевших щек; румяный, прелестный ротик, с губкой, покрытой черными волосиками, был раскрыт, и она РАДОСТНО улыбалась. Князь Андрей вошел в комнату и остановился перед ней, у изножья дивана, на котором она лежала. Блестящие глаза, смотревшие детски испуганно и взволнованно, остановились на нем, не изменяя выражения. «Я вас всех люблю, я никому зла не делала, за что я страдаю? Помогите мне», — говорило ее выражение. Она видела мужа, но не понимала значения его появления теперь перед нею. Князь Андрей обошел диван и в лоб поцеловал ее.",74
