volume,part,chapter,value,paragraph,emphasis,character
Том четвертый,Часть третья,XIII,307,"Пьер знал эту историю давно. Каратаев раз шесть ему одному рассказывал эту историю, и всегда с особенным, радостным чувством. Но как ни хорошо знал Пьер эту историю, он теперь прислушался к ней, как к чему-то новому, и тот тихий восторг, который, рассказывая, видимо, испытывал Каратаев, сообщился и Пьеру. История эта была о старом купце, благообразно и богобоязненно жившем с семьей и поехавшем однажды с товарищем, богатым купцом, к Макарью.","Пьер знал эту историю давно. Каратаев раз шесть ему одному рассказывал эту историю, и всегда с особенным, РАДОСТНЫМ чувством. Но как ни хорошо знал Пьер эту историю, он теперь прислушался к ней, как к чему-то новому, и тот тихий восторг, который, рассказывая, видимо, испытывал Каратаев, сообщился и Пьеру. История эта была о старом купце, благообразно и богобоязненно жившем с семьей и поехавшем однажды с товарищем, богатым купцом, к Макарью.",Пьер Безухов
Том четвертый,Часть третья,XIII,307,"Не самый рассказ этот, но таинственный смысл его, та восторженная радость, которая сияла в лице Каратаева при этом рассказе, таинственное значение этой радости, это-то смутно и радостно наполняло теперь душу Пьера.","Не самый рассказ этот, но таинственный смысл его, та восторженная РАДОСТЬ, которая сияла в лице Каратаева при этом рассказе, таинственное значение этой РАДОСТИ, это-то смутно и РАДОСТНО наполняло теперь душу Пьера.",Пьер Безухов
Том четвертый,Часть третья,XIV,308,"Во время проезда маршала пленные сбились в кучу, и Пьер увидал Каратаева, которого он не видал еще в нынешнее утро. Каратаев в своей шинельке сидел, прислонившись к березе. В лице его, кроме выражения вчерашнего радостного умиления при рассказе о безвинном страдании купца, светилось еще выражение тихой торжественности.","Во время проезда маршала пленные сбились в кучу, и Пьер увидал Каратаева, которого он не видал еще в нынешнее утро. Каратаев в своей шинельке сидел, прислонившись к березе. В лице его, кроме выражения вчерашнего РАДОСТНОГО умиления при рассказе о безвинном страдании купца, светилось еще выражение тихой торжественности.",Пьер Безухов
Том четвертый,Часть третья,XV,309,"Долго не мог понять Пьер того, что с ним было. Со всех сторон он слышал вопли радости товарищей.","Долго не мог понять Пьер того, что с ним было. Со всех сторон он слышал вопли РАДОСТИ товарищей.",Пьер Безухов
Том четвертый,Часть четвертая,XII,325,"Радостное чувство свободы — той полной, неотъемлемой, присущей человеку свободы, сознание которой он в первый раз испытал на первом привале, при выходе из Москвы наполняло душу Пьера во время его выздоровления. Он удивлялся тому, что эта внутренняя свобода, независимая от внешних обстоятельств, теперь как будто с излишком, с роскошью обставлялась и внешней свободой. Он был один в чужом городе, без знакомых. Никто от него ничего не требовал; никуда его не посылали. Все, что ему хотелось, было у него; вечно мучившей его прежде мысли о жене больше не было, так как и ее уже не было.","РАДОСТНОЕ чувство свободы — той полной, неотъемлемой, присущей человеку свободы, сознание которой он в первый раз испытал на первом привале, при выходе из Москвы наполняло душу Пьера во время его выздоровления. Он удивлялся тому, что эта внутренняя свобода, независимая от внешних обстоятельств, теперь как будто с излишком, с роскошью обставлялась и внешней свободой. Он был один в чужом городе, без знакомых. Никто от него ничего не требовал; никуда его не посылали. Все, что ему хотелось, было у него; вечно мучившей его прежде мысли о жене больше не было, так как и ее уже не было.",Пьер Безухов
Том четвертый,Часть четвертая,XIII,326,"Пьер почти не изменился в своих внешних приемах. На вид он был точно таким же, каким он был прежде. Так же, как и прежде, он был рассеян и казался занятым не тем, что было перед глазами, а чем-то своим, особенным. Разница между прежним и теперешним его состоянием состояла в том, что прежде, когда он забывал то, что было перед ним, то, что ему говорили, он, страдальчески сморщивши лоб, как будто пытался и не мог разглядеть чего-то, далеко отстоящего от него. Теперь он так же забывал то, что ему говорили, и то, что было перед ним; но теперь с чуть заметной, как будто насмешливой, улыбкой он всматривался в то самое, что было перед ним, вслушивался в то, что ему говорили, хотя очевидно видел и слышал что-то совсем другое. Прежде он казался хотя и добрым человеком, но несчастным; и потому невольно люди отдалялись от него. Теперь улыбка радости жизни постоянно играла около его рта, и в глазах его светилось участие к людям — вопрос: довольны ли они так же, как и он? И людям приятно было в его присутствии.","Пьер почти не изменился в своих внешних приемах. На вид он был точно таким же, каким он был прежде. Так же, как и прежде, он был рассеян и казался занятым не тем, что было перед глазами, а чем-то своим, особенным. Разница между прежним и теперешним его состоянием состояла в том, что прежде, когда он забывал то, что было перед ним, то, что ему говорили, он, страдальчески сморщивши лоб, как будто пытался и не мог разглядеть чего-то, далеко отстоящего от него. Теперь он так же забывал то, что ему говорили, и то, что было перед ним; но теперь с чуть заметной, как будто насмешливой, улыбкой он всматривался в то самое, что было перед ним, вслушивался в то, что ему говорили, хотя очевидно видел и слышал что-то совсем другое. Прежде он казался хотя и добрым человеком, но несчастным; и потому невольно люди отдалялись от него. Теперь улыбка РАДОСТИ жизни постоянно играла около его рта, и в глазах его светилось участие к людям — вопрос: довольны ли они так же, как и он? И людям приятно было в его присутствии.",Пьер Безухов
Том четвертый,Часть четвертая,XIII,326,"Вилларский был женат, семейный человек, занятый и делами имения жены, и службой, и семьей. Он считал, что все эти занятия суть помеха в жизни и что все они презренны, потому что имеют целью личное благо его и семьи. Военные, административные, политические, масонские соображения постоянно поглощали его внимание. И Пьер, не стараясь изменить его взгляд, не осуждая его, с своей теперь постоянно тихой, радостной насмешкой, любовался на это странное, столь знакомое ему явление.","Вилларский был женат, семейный человек, занятый и делами имения жены, и службой, и семьей. Он считал, что все эти занятия суть помеха в жизни и что все они презренны, потому что имеют целью личное благо его и семьи. Военные, административные, политические, масонские соображения постоянно поглощали его внимание. И Пьер, не стараясь изменить его взгляд, не осуждая его, с своей теперь постоянно тихой, РАДОСТНОЙ насмешкой, любовался на это странное, столь знакомое ему явление.",Пьер Безухов
Том четвертый,Часть четвертая,XIII,326,"Пьер испытывал во все время своего выздоровления в Орле чувство радости, свободы, жизни; но когда он, во время своего путешествия, очутился на вольном свете, увидал сотни новых лиц, чувство это еще более усилилось. Он все время путешествия испытывал радость школьника на вакации. Все лица: ямщик, смотритель, мужики на дороге или в деревне — все имели для него новый смысл. Присутствие и замечания Вилларского, постоянно жаловавшегося на бедность, отсталость от Европы, невежество России, только возвышали радость Пьера. Там, где Вилларский видел мертвенность, Пьер видел необычайную могучую силу жизненности, ту силу, которая в снегу, на этом пространстве, поддерживала жизнь этого целого, особенного и единого народа. Он не противоречил Вилларскому и, как будто соглашаясь с ним (так как притворное согласие было кратчайшее средство обойти рассуждения, из которых ничего не могло выйти), радостно улыбался, слушая его.","Пьер испытывал во все время своего выздоровления в Орле чувство РАДОСТИ, свободы, жизни; но когда он, во время своего путешествия, очутился на вольном свете, увидал сотни новых лиц, чувство это еще более усилилось. Он все время путешествия испытывал РАДОСТЬ школьника на вакации. Все лица: ямщик, смотритель, мужики на дороге или в деревне — все имели для него новый смысл. Присутствие и замечания Вилларского, постоянно жаловавшегося на бедность, отсталость от Европы, невежество России, только возвышали РАДОСТЬ Пьера. Там, где Вилларский видел мертвенность, Пьер видел необычайную могучую силу жизненности, ту силу, которая в снегу, на этом пространстве, поддерживала жизнь этого целого, особенного и единого народа. Он не противоречил Вилларскому и, как будто соглашаясь с ним (так как притворное согласие было кратчайшее средство обойти рассуждения, из которых ничего не могло выйти), РАДОСТНО улыбался, слушая его.",Пьер Безухов
Том четвертый,Часть четвертая,XV,328,"В конце января Пьер приехал в Москву и поселился в уцелевшем флигеле. Он съездил к графу Растопчину, к некоторым знакомым, вернувшимся в Москву, и собирался на третий день ехать в Петербург. Все торжествовали победу; все кипело жизнью в разоренной и оживающей столице. Пьеру все были рады; все желали видеть его, и все расспрашивали его про то, что он видел. Пьер чувствовал себя особенно дружелюбно расположенным ко всем людям, которых он встречал; но невольно теперь он держал себя со всеми людьми настороже, так, чтобы не связать себя чем-нибудь. Он на все вопросы, которые ему делали, — важные или самые ничтожные, — отвечал одинаково неопределенно; спрашивали ли у него: где он будет жить? будет ли он строиться? когда он едет в Петербург и возьмется ли он свезти ящичек? — он отвечал: да, может быть, я думаю, и т. д.","В конце января Пьер приехал в Москву и поселился в уцелевшем флигеле. Он съездил к графу Растопчину, к некоторым знакомым, вернувшимся в Москву, и собирался на третий день ехать в Петербург. Все торжествовали победу; все кипело жизнью в разоренной и оживающей столице. Пьеру все были РАДЫ; все желали видеть его, и все расспрашивали его про то, что он видел. Пьер чувствовал себя особенно дружелюбно расположенным ко всем людям, которых он встречал; но невольно теперь он держал себя со всеми людьми настороже, так, чтобы не связать себя чем-нибудь. Он на все вопросы, которые ему делали, — важные или самые ничтожные, — отвечал одинаково неопределенно; спрашивали ли у него: где он будет жить? будет ли он строиться? когда он едет в Петербург и возьмется ли он свезти ящичек? — он отвечал: да, может быть, я думаю, и т. д.",Пьер Безухов
Том четвертый,Часть четвертая,XV,328,"Через несколько минут к Пьеру вышли официант и Десаль. Десаль от имени княжны передал Пьеру, что она очень рада видеть его и просит, если он извинит ее за бесцеремонность, войти наверх, в ее комнаты.","Через несколько минут к Пьеру вышли официант и Десаль. Десаль от имени княжны передал Пьеру, что она очень РАДА видеть его и просит, если он извинит ее за бесцеремонность, войти наверх, в ее комнаты.",Пьер Безухов
Том четвертый,Часть четвертая,XV,328,"— Я так была рада, узнав о вашем спасенье. Это было единственное радостное известие, которое мы получили с давнего времени. — Опять еще беспокойнее княжна оглянулась на компаньонку и хотела что-то сказать; но Пьер перебил ее.","— Я так была РАДА, узнав о вашем спасенье. Это было единственное РАДОСТНОЕ известие, которое мы получили с давнего времени. — Опять еще беспокойнее княжна оглянулась на компаньонку и хотела что-то сказать; но Пьер перебил ее.",Пьер Безухов
Том четвертый,Часть четвертая,XV,328,"В первую же минуту Пьер невольно и ей, и княжне Марье, и, главное, самому себе сказал неизвестную ему самому тайну. Он покраснел радостно и страдальчески болезненно. Он хотел скрыть свое волнение. Но чем больше он хотел скрыть его, тем яснее — яснее, чем самыми определенными словами, — он себе, и ей, и княжне Марье говорил, что он любит ее.","В первую же минуту Пьер невольно и ей, и княжне Марье, и, главное, самому себе сказал неизвестную ему самому тайну. Он покраснел РАДОСТНО и страдальчески болезненно. Он хотел скрыть свое волнение. Но чем больше он хотел скрыть его, тем яснее — яснее, чем самыми определенными словами, — он себе, и ей, и княжне Марье говорил, что он любит ее.",Пьер Безухов
Том четвертый,Часть четвертая,XV,328,"«Нет, это так, от неожиданности», — подумал Пьер. Но только что он хотел продолжать начатый разговор с княжной Марьей, он опять взглянул на Наташу, и еще сильнейшая краска покрыла его лицо, и еще сильнейшее волнение радости и страха охватило его душу.","«Нет, это так, от неожиданности», — подумал Пьер. Но только что он хотел продолжать начатый разговор с княжной Марьей, он опять взглянул на Наташу, и еще сильнейшая краска покрыла его лицо, и еще сильнейшее волнение РАДОСТИ и страха охватило его душу.",Пьер Безухов
Том четвертый,Часть четвертая,XV,328,"Пьер не заметил Наташу, потому что он никак не ожидал видеть ее тут, но он не узнал ее потому, что происшедшая в ней, с тех пор как он не видал ее, перемена была огромна. Она похудела и побледнела. Но не это делало ее неузнаваемой: ее нельзя было узнать в первую минуту, как он вошел, потому что на этом лице, в глазах которого прежде всегда светилась затаенная улыбка радости жизни, теперь, когда он вошел и в первый раз взглянул на нее, не было и тени улыбки; были одни глаза, внимательные, добрые и печально-вопросительные.","Пьер не заметил Наташу, потому что он никак не ожидал видеть ее тут, но он не узнал ее потому, что происшедшая в ней, с тех пор как он не видал ее, перемена была огромна. Она похудела и побледнела. Но не это делало ее неузнаваемой: ее нельзя было узнать в первую минуту, как он вошел, потому что на этом лице, в глазах которого прежде всегда светилась затаенная улыбка РАДОСТИ жизни, теперь, когда он вошел и в первый раз взглянул на нее, не было и тени улыбки; были одни глаза, внимательные, добрые и печально-вопросительные.",Пьер Безухов
Том четвертый,Часть четвертая,XVII,330,"Пьера провели в освещенную большую столовую; через несколько минут послышались шаги, и княжна с Наташей вошли в комнату. Наташа была спокойна, хотя строгое, без улыбки, выражение теперь опять установилось на ее лице. Княжна Марья, Наташа и Пьер одинаково испытывали то чувство неловкости, которое следует обыкновенно за оконченным серьезным и задушевным разговором. Продолжать прежний разговор невозможно; говорить о пустяках — совестно, а молчать неприятно, потому что хочется говорить, а этим молчанием как будто притворяешься. Они молча подошли к столу. Официанты отодвинули и пододвинули стулья. Пьер развернул холодную салфетку и, решившись прервать молчание, взглянул на Наташу и княжну Марью. Обе, очевидно, в то же время решились на то же: у обеих в глазах светилось довольство жизнью и признание того, что, кроме горя, есть и радости.","Пьера провели в освещенную большую столовую; через несколько минут послышались шаги, и княжна с Наташей вошли в комнату. Наташа была спокойна, хотя строгое, без улыбки, выражение теперь опять установилось на ее лице. Княжна Марья, Наташа и Пьер одинаково испытывали то чувство неловкости, которое следует обыкновенно за оконченным серьезным и задушевным разговором. Продолжать прежний разговор невозможно; говорить о пустяках — совестно, а молчать неприятно, потому что хочется говорить, а этим молчанием как будто притворяешься. Они молча подошли к столу. Официанты отодвинули и пододвинули стулья. Пьер развернул холодную салфетку и, решившись прервать молчание, взглянул на Наташу и княжну Марью. Обе, очевидно, в то же время решились на то же: у обеих в глазах светилось довольство жизнью и признание того, что, кроме горя, есть и РАДОСТИ.",Пьер Безухов
Том четвертый,Часть четвертая,XVII,330,"— Нет, — отвечал Пьер, не найдя, очевидно, неловким то толкование, которое дала княжна Марья его упоминанию о своей свободе. — Я узнал это в Орле, и вы не можете себе представить, как меня это поразило. Мы не были примерные супруги, — сказал он быстро, взглянув на Наташу и заметив в лице ее любопытство о том, как он отзовется о своей жене. — Но смерть эта меня страшно поразила. Когда два человека ссорятся — всегда оба виноваты. И своя вина делается вдруг страшно тяжела перед человеком, которого уже нет больше. И потом такая смерть... без друзей, без утешения. Мне очень, очень жаль ее, — кончил он и с удовольствием заметил радостное одобрение на лице Наташи.","— Нет, — отвечал Пьер, не найдя, очевидно, неловким то толкование, которое дала княжна Марья его упоминанию о своей свободе. — Я узнал это в Орле, и вы не можете себе представить, как меня это поразило. Мы не были примерные супруги, — сказал он быстро, взглянув на Наташу и заметив в лице ее любопытство о том, как он отзовется о своей жене. — Но смерть эта меня страшно поразила. Когда два человека ссорятся — всегда оба виноваты. И своя вина делается вдруг страшно тяжела перед человеком, которого уже нет больше. И потом такая смерть... без друзей, без утешения. Мне очень, очень жаль ее, — кончил он и с удовольствием заметил РАДОСТНОЕ одобрение на лице Наташи.",Пьер Безухов
Том четвертый,Часть четвертая,XVIII,331,"На другой день Пьер приехал рано, обедал и просидел весь вечер. Несмотря на то, что княжна Марья и Наташа были очевидно рады гостю; несмотря На то, что весь интерес жизни Пьера сосредоточивался теперь в этом доме, к вечеру они всё переговорили, и разговор переходил беспрестанно с одного ничтожного предмета на другой и часто прерывался. Пьер засиделся в этот вечер так поздно, что княжна Марья и Наташа переглядывались между собою, очевидно ожидая, скоро ли он уйдет. Пьер видел это и не мог уйти. Ему становилось тяжело, неловко, но он все сидел, потому что не мог подняться и уйти.","На другой день Пьер приехал рано, обедал и просидел весь вечер. Несмотря на то, что княжна Марья и Наташа были очевидно РАДЫ гостю; несмотря На то, что весь интерес жизни Пьера сосредоточивался теперь в этом доме, к вечеру они всё переговорили, и разговор переходил беспрестанно с одного ничтожного предмета на другой и часто прерывался. Пьер засиделся в этот вечер так поздно, что княжна Марья и Наташа переглядывались между собою, очевидно ожидая, скоро ли он уйдет. Пьер видел это и не мог уйти. Ему становилось тяжело, неловко, но он все сидел, потому что не мог подняться и уйти.",Пьер Безухов
Том четвертый,Часть четвертая,XVIII,331,"На другой день Пьер приехал проститься. Наташа была менее оживлена, чем в прежние дни; но в этот день, иногда взглянув ей в глаза, Пьер чувствовал, что он исчезает, что ни его, ни ее нет больше, а есть одно чувство счастья. «Неужели? Нет, не может быть», — говорил он себе при каждом ее взгляде, жесте, слове, наполнявших его душу радостью.","На другой день Пьер приехал проститься. Наташа была менее оживлена, чем в прежние дни; но в этот день, иногда взглянув ей в глаза, Пьер чувствовал, что он исчезает, что ни его, ни ее нет больше, а есть одно чувство счастья. «Неужели? Нет, не может быть», — говорил он себе при каждом ее взгляде, жесте, слове, наполнявших его душу РАДОСТЬЮ.",Пьер Безухов
Том четвертый,Часть четвертая,XIX,332,"Радостное, неожиданное сумасшествие, к которому Пьер считал себя неспособным, овладело им. Весь смысл жизни, не для него одного, но для всего мира, казался ему заключающимся только в его любви и в возможности ее любви к нему. Иногда все люди казались ему занятыми только одним — его будущим счастьем. Ему казалось иногда, что все они радуются так же, как и он сам, и только стараются скрыть эту радость, притворяясь занятыми другими интересами. В каждом слове и движении он видел намеки на свое счастье. Он часто удивлял людей, встречавшихся с ним, своими значительными, выражавшими тайное согласие, счастливыми взглядами и улыбками. Но когда он понимал, что люди могли не знать про его счастье, он от всей души жалел их и испытывал желание как-нибудь объяснить им, что все то, чем они заняты, есть совершенный вздор и пустяки, не стоящие внимания.","РАДОСТНОЕ, неожиданное сумасшествие, к которому Пьер считал себя неспособным, овладело им. Весь смысл жизни, не для него одного, но для всего мира, казался ему заключающимся только в его любви и в возможности ее любви к нему. Иногда все люди казались ему занятыми только одним — его будущим счастьем. Ему казалось иногда, что все они радуются так же, как и он сам, и только стараются скрыть эту РАДОСТЬ, притворяясь занятыми другими интересами. В каждом слове и движении он видел намеки на свое счастье. Он часто удивлял людей, встречавшихся с ним, своими значительными, выражавшими тайное согласие, счастливыми взглядами и улыбками. Но когда он понимал, что люди могли не знать про его счастье, он от всей души жалел их и испытывал желание как-нибудь объяснить им, что все то, чем они заняты, есть совершенный вздор и пустяки, не стоящие внимания.",Пьер Безухов
Том четвертый,Часть четвертая,XX,333,"С первого того вечера, когда Наташа, после отъезда Пьера, с радостно-насмешливой улыбкой сказала княжне Марье, что он точно, ну точно из бани, и сюртучок, и стриженый, с этой минуты что-то скрытое и самой ей неизвестное, но непреодолимое проснулось в душе Наташи.","С первого того вечера, когда Наташа, после отъезда Пьера, с РАДОСТНО-насмешливой улыбкой сказала княжне Марье, что он точно, ну точно из бани, и сюртучок, и стриженый, с этой минуты что-то скрытое и самой ей неизвестное, но непреодолимое проснулось в душе Наташи.",Пьер Безухов
Эпилог,Часть первая,V,338,"Свадьба Наташи, вышедшей в 13-м году за Безухова, было последнее радостное событие в старой семье Ростовых. В тот же год граф Илья Андреевич умер, и, как это всегда бывает, со смертью его распалась старая семья.","Свадьба Наташи, вышедшей в 13-м году за Безухова, было последнее РАДОСТНОЕ событие в старой семье Ростовых. В тот же год граф Илья Андреевич умер, и, как это всегда бывает, со смертью его распалась старая семья.",Пьер Безухов
Эпилог,Часть первая,X,343,"Весьма часто, в минуты раздражения, случалось, что муж с женой спорили подолгу, потом после спора Пьер, к радости и удивлению своему, находил не только в словах, но и в действиях жены свою ту самую мысль, против которой она спорила. И не только он находил ту же мысль, но он находил ее очищенною от всего того, что было лишнего, вызванного увлечением и спором, в выражении мысли Пьера.","Весьма часто, в минуты раздражения, случалось, что муж с женой спорили подолгу, потом после спора Пьер, к РАДОСТИ и удивлению своему, находил не только в словах, но и в действиях жены свою ту самую мысль, против которой она спорила. И не только он находил ту же мысль, но он находил ее очищенною от всего того, что было лишнего, вызванного увлечением и спором, в выражении мысли Пьера.",Пьер Безухов
Эпилог,Часть первая,X,343,"После семи лет супружества Пьер чувствовал радостное, твердое сознание того, что он не дурной человек, и чувствовал он это потому, что он видел себя отраженным в своей жене. В себе он чувствовал все хорошее и дурное смешанным и затемнявшим одно другое. Но на жене его отражалось только то, что было истинно хорошо: все не совсем хорошее было откинуто. И отражение это произошло не путем логической мысли, а другим — таинственным, непосредственным отражением.","После семи лет супружества Пьер чувствовал РАДОСТНОЕ, твердое сознание того, что он не дурной человек, и чувствовал он это потому, что он видел себя отраженным в своей жене. В себе он чувствовал все хорошее и дурное смешанным и затемнявшим одно другое. Но на жене его отражалось только то, что было истинно хорошо: все не совсем хорошее было откинуто. И отражение это произошло не путем логической мысли, а другим — таинственным, непосредственным отражением.",Пьер Безухов
Эпилог,Часть первая,XI,344,"И вдруг она вспомнила все те муки ожидания, которые она перечувствовала в последние две недели: сияющая на ее лице радость скрылась; она нахмурилась, и поток упреков и злых слов излился на Пьера.","И вдруг она вспомнила все те муки ожидания, которые она перечувствовала в последние две недели: сияющая на ее лице РАДОСТЬ скрылась; она нахмурилась, и поток упреков и злых слов излился на Пьера.",Пьер Безухов
Эпилог,Часть первая,XI,344,"Пьер знал, что он не виноват, потому что ему нельзя было приехать раньше; знал, что этот взрыв с ее стороны неприличен, и знал, что через две минуты это пройдет; он знал, главное, что ему самому было весело и радостно. Он бы хотел улыбнуться, но и не посмел подумать об этом. Он сделал жалкое, испуганное лицо и согнулся.","Пьер знал, что он не виноват, потому что ему нельзя было приехать раньше; знал, что этот взрыв с ее стороны неприличен, и знал, что через две минуты это пройдет; он знал, главное, что ему самому было весело и РАДОСТНО. Он бы хотел улыбнуться, но и не посмел подумать об этом. Он сделал жалкое, испуганное лицо и согнулся.",Пьер Безухов
Эпилог,Часть первая,XI,344,"Когда Николай с женою пришли отыскивать Пьера, он был в детской и держал на своей огромной правой ладони проснувшегося грудного сына и тетёшкал его. На широком лице его с раскрытым беззубым ртом остановилась веселая улыбка. Буря уже давно вылилась, и яркое, радостное солнце сияло на лице Наташи, умиленно смотревшей на мужа и сына.","Когда Николай с женою пришли отыскивать Пьера, он был в детской и держал на своей огромной правой ладони проснувшегося грудного сына и тетёшкал его. На широком лице его с раскрытым беззубым ртом остановилась веселая улыбка. Буря уже давно вылилась, и яркое, РАДОСТНОЕ солнце сияло на лице Наташи, умиленно смотревшей на мужа и сына.",Пьер Безухов
