character,volume,part,chapter,value,paragraph,emphasis,keywords,keytokens,emotionwords
Наташа,Том четвертый,Часть четвертая,II,315,"— Как я рада, что ты приехал. Ты устал, хочешь чаю? — Наташа подошла к ней. — Ты похорошел и возмужал, — продолжала графиня, взяв дочь за руку.","— Как я РАДА, что ты приехал. Ты устал, хочешь чаю? — Наташа подошла к ней. — Ты похорошел и возмужал, — продолжала графиня, взяв дочь за руку.",рад,рада,радость
Наташа,Том четвертый,Часть четвертая,III,316,"И Наташа, обнимая, стала целовать руки и лицо княжны Марьи. Княжна Марья стыдилась и радовалась этому выражению чувств Наташи.","И Наташа, обнимая, стала целовать руки и лицо княжны Марьи. Княжна Марья стыдилась и РАДОВАЛАСЬ этому выражению чувств Наташи.",радовалась,радовалась,радость
Наташа,Том четвертый,Часть четвертая,III,316,"Иногда они молчали целые часы; иногда, уже лежа в постелях, они начинали говорить и говорили до утра. Они говорили большей частию о дальнем прошедшем. Княжна Марья рассказывала про свое детство, про свою мать, про своего отца, про свои мечтания; и Наташа, прежде с спокойным непониманием отворачивавшаяся от этой жизни преданности, покорности, от поэзии христианского самоотвержения, теперь, чувствуя себя связанной любовью с княжной Марьей, полюбила и прошедшее княжны Марьи и поняла непонятную ей прежде сторону жизни. Она не думала прилагать к своей жизни покорность и самоотвержение, потому что она привыкла искать других радостей, но она поняла и полюбила в другой эту прежде непонятную ей добродетель. Для княжны Марьи, слушавшей рассказы о детстве и первой молодости Наташи, тоже открывалась прежде непонятная сторона жизни, вера в жизнь, в наслаждение жизни.","Иногда они молчали целые часы; иногда, уже лежа в постелях, они начинали говорить и говорили до утра. Они говорили большей частию о дальнем прошедшем. Княжна Марья рассказывала про свое детство, про свою мать, про своего отца, про свои мечтания; и Наташа, прежде с спокойным непониманием отворачивавшаяся от этой жизни преданности, покорности, от поэзии христианского самоотвержения, теперь, чувствуя себя связанной любовью с княжной Марьей, полюбила и прошедшее княжны Марьи и поняла непонятную ей прежде сторону жизни. Она не думала прилагать к своей жизни покорность и самоотвержение, потому что она привыкла искать других РАДОСТЕЙ, но она поняла и полюбила в другой эту прежде непонятную ей добродетель. Для княжны Марьи, слушавшей рассказы о детстве и первой молодости Наташи, тоже открывалась прежде непонятная сторона жизни, вера в жизнь, в наслаждение жизни.",радость,радостей,радость
Наташа,Том четвертый,Часть четвертая,XV,328,"«Но нет, это не может быть, — подумал он. — Это строгое, худое и бледное, постаревшее лицо? Это не может быть она. Это только воспоминание того». Но в это время княжна Марья сказала: «Наташа». И лицо, с внимательными глазами, с трудом, с усилием, как отворяется заржавелая дверь, — улыбнулось, и из этой растворенной двери вдруг пахнуло и обдало Пьера тем давно забытым счастием, о котором, в особенности теперь, он не думал. Пахнуло, охватило и поглотило его всего. Когда она улыбнулась, уже не могло быть сомнений: это была Наташа, и он любил ее.","«Но нет, это не может быть, — подумал он. — Это строгое, худое и бледное, постаревшее лицо? Это не может быть она. Это только воспоминание того». Но в это время княжна Марья сказала: «Наташа». И лицо, с внимательными глазами, с трудом, с усилием, как отворяется заржавелая дверь, — улыбнулось, и из этой растворенной двери вдруг пахнуло и обдало Пьера тем давно забытым СЧАСТИЕМ, о котором, в особенности теперь, он не думал. Пахнуло, охватило и поглотило его всего. Когда она улыбнулась, уже не могло быть сомнений: это была Наташа, и он любил ее.",счастие,счастием,счастье
Наташа,Том четвертый,Часть четвертая,XV,328,"«Нет, это так, от неожиданности», — подумал Пьер. Но только что он хотел продолжать начатый разговор с княжной Марьей, он опять взглянул на Наташу, и еще сильнейшая краска покрыла его лицо, и еще сильнейшее волнение радости и страха охватило его душу.","«Нет, это так, от неожиданности», — подумал Пьер. Но только что он хотел продолжать начатый разговор с княжной Марьей, он опять взглянул на Наташу, и еще сильнейшая краска покрыла его лицо, и еще сильнейшее волнение РАДОСТИ и страха охватило его душу.",радость,радости,радость
Наташа,Том четвертый,Часть четвертая,XVI,329,"Этот мучительный и радостный рассказ, видимо, был необходим для Наташи.","Этот мучительный и РАДОСТНЫЙ рассказ, видимо, был необходим для Наташи.",радостный,радостный,радость
Наташа,Том четвертый,Часть четвертая,XVII,330,"Пьера провели в освещенную большую столовую; через несколько минут послышались шаги, и княжна с Наташей вошли в комнату. Наташа была спокойна, хотя строгое, без улыбки, выражение теперь опять установилось на ее лице. Княжна Марья, Наташа и Пьер одинаково испытывали то чувство неловкости, которое следует обыкновенно за оконченным серьезным и задушевным разговором. Продолжать прежний разговор невозможно; говорить о пустяках — совестно, а молчать неприятно, потому что хочется говорить, а этим молчанием как будто притворяешься. Они молча подошли к столу. Официанты отодвинули и пододвинули стулья. Пьер развернул холодную салфетку и, решившись прервать молчание, взглянул на Наташу и княжну Марью. Обе, очевидно, в то же время решились на то же: у обеих в глазах светилось довольство жизнью и признание того, что, кроме горя, есть и радости.","Пьера провели в освещенную большую столовую; через несколько минут послышались шаги, и княжна с Наташей вошли в комнату. Наташа была спокойна, хотя строгое, без улыбки, выражение теперь опять установилось на ее лице. Княжна Марья, Наташа и Пьер одинаково испытывали то чувство неловкости, которое следует обыкновенно за оконченным серьезным и задушевным разговором. Продолжать прежний разговор невозможно; говорить о пустяках — совестно, а молчать неприятно, потому что хочется говорить, а этим молчанием как будто притворяешься. Они молча подошли к столу. Официанты отодвинули и пододвинули стулья. Пьер развернул холодную салфетку и, решившись прервать молчание, взглянул на Наташу и княжну Марью. Обе, очевидно, в то же время решились на то же: у обеих в глазах светилось довольство жизнью и признание того, что, кроме горя, есть и РАДОСТИ.",радость,радости,радость
Наташа,Том четвертый,Часть четвертая,XVII,330,"— Нет, — отвечал Пьер, не найдя, очевидно, неловким то толкование, которое дала княжна Марья его упоминанию о своей свободе. — Я узнал это в Орле, и вы не можете себе представить, как меня это поразило. Мы не были примерные супруги, — сказал он быстро, взглянув на Наташу и заметив в лице ее любопытство о том, как он отзовется о своей жене. — Но смерть эта меня страшно поразила. Когда два человека ссорятся — всегда оба виноваты. И своя вина делается вдруг страшно тяжела перед человеком, которого уже нет больше. И потом такая смерть... без друзей, без утешения. Мне очень, очень жаль ее, — кончил он и с удовольствием заметил радостное одобрение на лице Наташи.","— Нет, — отвечал Пьер, не найдя, очевидно, неловким то толкование, которое дала княжна Марья его упоминанию о своей свободе. — Я узнал это в Орле, и вы не можете себе представить, как меня это поразило. Мы не были примерные супруги, — сказал он быстро, взглянув на Наташу и заметив в лице ее любопытство о том, как он отзовется о своей жене. — Но смерть эта меня страшно поразила. Когда два человека ссорятся — всегда оба виноваты. И своя вина делается вдруг страшно тяжела перед человеком, которого уже нет больше. И потом такая смерть... без друзей, без утешения. Мне очень, очень жаль ее, — кончил он и с удовольствием заметил РАДОСТНОЕ одобрение на лице Наташи.",радостный,радостное,радость
Наташа,Том четвертый,Часть четвертая,XVII,330,"Княжна Марья понимала рассказ, сочувствовала ему, но она теперь видела другое, что поглощало все ее внимание; она видела возможность любви и счастия между Наташей и Пьером. И в первый раз пришедшая ей эта мысль наполняла ее душу радостию.","Княжна Марья понимала рассказ, сочувствовала ему, но она теперь видела другое, что поглощало все ее внимание; она видела возможность любви и СЧАСТИЯ между Наташей и Пьером. И в первый раз пришедшая ей эта мысль наполняла ее душу РАДОСТИЮ.",счастие; радостию,радостию;счастия,счастье;радость
Наташа,Том четвертый,Часть четвертая,XVII,330,"Пьер кончил свой рассказ. Наташа блестящими, оживленными глазами продолжала упорно и внимательно глядеть на Пьера, как будто желая понять еще то остальное, что он не высказал, может быть. Пьер в стыдливом и счастливом смущении изредка взглядывал на нее и придумывал, что бы сказать теперь, чтобы перевести разговор на другой предмет. Княжна Марья молчала. Никому в голову не приходило, что три часа ночи и что пора спать.","Пьер кончил свой рассказ. Наташа блестящими, оживленными глазами продолжала упорно и внимательно глядеть на Пьера, как будто желая понять еще то остальное, что он не высказал, может быть. Пьер в стыдливом и СЧАСТЛИВОМ смущении изредка взглядывал на нее и придумывал, что бы сказать теперь, чтобы перевести разговор на другой предмет. Княжна Марья молчала. Никому в голову не приходило, что три часа ночи и что пора спать.",счастливый,счастливом,счастье
Наташа,Том четвертый,Часть четвертая,XVII,330,"— Говорят: несчастия, страдания, — сказал Пьер. — Да ежели бы сейчас, сию минуту мне сказали; хочешь оставаться, чем ты был до плена, или сначала пережить все это? Ради Бога, еще раз плен и лошадиное мясо. Мы думаем, как нас выкинет из привычной дорожки, что все пропало; а тут только начинается новое, хорошее. Пока есть жизнь, есть и счастье. Впереди много, много. Это я вам говорю, — сказал он, обращаясь к Наташе.","— Говорят: несчастия, страдания, — сказал Пьер. — Да ежели бы сейчас, сию минуту мне сказали; хочешь оставаться, чем ты был до плена, или сначала пережить все это? Ради Бога, еще раз плен и лошадиное мясо. Мы думаем, как нас выкинет из привычной дорожки, что все пропало; а тут только начинается новое, хорошее. Пока есть жизнь, есть и СЧАСТЬЕ. Впереди много, много. Это я вам говорю, — сказал он, обращаясь к Наташе.",счастие,счастье,счастье
Наташа,Том четвертый,Часть четвертая,XVIII,331,"На другой день Пьер приехал рано, обедал и просидел весь вечер. Несмотря на то, что княжна Марья и Наташа были очевидно рады гостю; несмотря На то, что весь интерес жизни Пьера сосредоточивался теперь в этом доме, к вечеру они всё переговорили, и разговор переходил беспрестанно с одного ничтожного предмета на другой и часто прерывался. Пьер засиделся в этот вечер так поздно, что княжна Марья и Наташа переглядывались между собою, очевидно ожидая, скоро ли он уйдет. Пьер видел это и не мог уйти. Ему становилось тяжело, неловко, но он все сидел, потому что не мог подняться и уйти.","На другой день Пьер приехал рано, обедал и просидел весь вечер. Несмотря на то, что княжна Марья и Наташа были очевидно РАДЫ гостю; несмотря На то, что весь интерес жизни Пьера сосредоточивался теперь в этом доме, к вечеру они всё переговорили, и разговор переходил беспрестанно с одного ничтожного предмета на другой и часто прерывался. Пьер засиделся в этот вечер так поздно, что княжна Марья и Наташа переглядывались между собою, очевидно ожидая, скоро ли он уйдет. Пьер видел это и не мог уйти. Ему становилось тяжело, неловко, но он все сидел, потому что не мог подняться и уйти.",рад,рады,радость
Наташа,Том четвертый,Часть четвертая,XVIII,331,"На другой день Пьер приехал проститься. Наташа была менее оживлена, чем в прежние дни; но в этот день, иногда взглянув ей в глаза, Пьер чувствовал, что он исчезает, что ни его, ни ее нет больше, а есть одно чувство счастья. «Неужели? Нет, не может быть», — говорил он себе при каждом ее взгляде, жесте, слове, наполнявших его душу радостью.","На другой день Пьер приехал проститься. Наташа была менее оживлена, чем в прежние дни; но в этот день, иногда взглянув ей в глаза, Пьер чувствовал, что он исчезает, что ни его, ни ее нет больше, а есть одно чувство СЧАСТЬЯ. «Неужели? Нет, не может быть», — говорил он себе при каждом ее взгляде, жесте, слове, наполнявших его душу РАДОСТЬЮ.",счастие; радость,радостью;счастья,счастье;радость
Наташа,Том четвертый,Часть четвертая,XX,333,"С первого того вечера, когда Наташа, после отъезда Пьера, с радостно-насмешливой улыбкой сказала княжне Марье, что он точно, ну точно из бани, и сюртучок, и стриженый, с этой минуты что-то скрытое и самой ей неизвестное, но непреодолимое проснулось в душе Наташи.","С первого того вечера, когда Наташа, после отъезда Пьера, с РАДОСТНО-насмешливой улыбкой сказала княжне Марье, что он точно, ну точно из бани, и сюртучок, и стриженый, с этой минуты что-то скрытое и самой ей неизвестное, но непреодолимое проснулось в душе Наташи.",радостно,радостно,радость
Наташа,Том четвертый,Часть четвертая,XX,333,"Все: лицо, походка, взгляд, голос — все вдруг изменилось в ней. Неожиданные для нее самой — сила жизни, надежды на счастье всплыли наружу и требовали удовлетворения. С первого вечера Наташа как будто забыла все то, что с ней было. Она с тех пор ни разу не пожаловалась на свое положение, ни одного слова не сказала о прошедшем и не боялась уже делать веселые планы на будущее. Она мало говорила о Пьере, но когда княжна Марья упоминала о нем, давно потухший блеск зажигался в ее глазах и губы морщились странной улыбкой.","Все: лицо, походка, взгляд, голос — все вдруг изменилось в ней. Неожиданные для нее самой — сила жизни, надежды на СЧАСТЬЕ всплыли наружу и требовали удовлетворения. С первого вечера Наташа как будто забыла все то, что с ней было. Она с тех пор ни разу не пожаловалась на свое положение, ни одного слова не сказала о прошедшем и не боялась уже делать веселые планы на будущее. Она мало говорила о Пьере, но когда княжна Марья упоминала о нем, давно потухший блеск зажигался в ее глазах и губы морщились странной улыбкой.",счастие,счастье,счастье
Наташа,Том четвертый,Часть четвертая,XX,333,"Наташа с такой полнотой и искренностью вся отдалась новому чувству, что и не пыталась скрывать, что ей было теперь не горестно, а радостно и весело.","Наташа с такой полнотой и искренностью вся отдалась новому чувству, что и не пыталась скрывать, что ей было теперь не горестно, а РАДОСТНО и весело.",радостно,радостно,радость
Наташа,Том четвертый,Часть четвертая,XX,333,"— Он сказал? Да? Он сказал? — повторила она. И радостное и вместе жалкое, просящее прощения за свою радость, выражение остановилось на лице Наташи.","— Он сказал? Да? Он сказал? — повторила она. И РАДОСТНОЕ и вместе жалкое, просящее прощения за свою РАДОСТЬ, выражение остановилось на лице Наташи.",радостный; радость,радостное;радость,радость
Наташа,Эпилог,Часть первая,IX,342,"— Как женщина видна уже теперь, — сказала она по-французски, указывая на Наташу. — Вы нас, женщин, упрекаете в нелогичности. Вот она — наша логика. Я говорю: папа хочет спать, а она говорит: нет, он смеется. И она права, — сказала графиня Марья, счастливо улыбаясь.","— Как женщина видна уже теперь, — сказала она по-французски, указывая на Наташу. — Вы нас, женщин, упрекаете в нелогичности. Вот она — наша логика. Я говорю: папа хочет спать, а она говорит: нет, он смеется. И она права, — сказала графиня Марья, СЧАСТЛИВО улыбаясь.",счастливо,счастливо,счастье
Наташа,Эпилог,Часть первая,IX,342,"— Он, он, Nicolas, — сказала через несколько минут графиня Марья, возвращаясь в комнату. — Теперь ожила наша Наташа. Надо было видеть ее восторг и как ему досталось сейчас же за то, что он просрочил. — Ну, пойдем скорее, пойдем! Расстаньтесь же наконец, — сказала она, улыбаясь, глядя на девочку, жавшуюся к отцу. Николай вышел, держа дочь за руку.","— Он, он, Nicolas, — сказала через несколько минут графиня Марья, возвращаясь в комнату. — Теперь ожила наша Наташа. Надо было видеть ее ВОСТОРГ и как ему досталось сейчас же за то, что он просрочил. — Ну, пойдем скорее, пойдем! Расстаньтесь же наконец, — сказала она, улыбаясь, глядя на девочку, жавшуюся к отцу. Николай вышел, держа дочь за руку.",восторг,восторг,восторг
Наташа,Эпилог,Часть первая,X,343,"Наташа не любила общества вообще, но она тем более дорожила обществом родных — графини Марьи, брата, матери и Сони. Она дорожила обществом тех людей, к которым она, растрепанная, в халате, могла выйти большими шагами из детской с радостным лицом и показать пеленку с желтым вместо зеленого пятна, и выслушать утешения о том, что теперь ребенку гораздо лучше.","Наташа не любила общества вообще, но она тем более дорожила обществом родных — графини Марьи, брата, матери и Сони. Она дорожила обществом тех людей, к которым она, растрепанная, в халате, могла выйти большими шагами из детской с РАДОСТНЫМ лицом и показать пеленку с желтым вместо зеленого пятна, и выслушать утешения о том, что теперь ребенку гораздо лучше.",радостный,радостным,радость
Наташа,Эпилог,Часть первая,XI,344,"— Приехал! — проговорила она ему на бегу, и Денисов почувствовал, что он был в восторге от того, что приехал Пьер, которого он очень мало любил. Вбежав в переднюю, Наташа увидала высокую фигуру в шубе, разматывающую шарф.","— Приехал! — проговорила она ему на бегу, и Денисов почувствовал, что он был в ВОСТОРГЕ от того, что приехал Пьер, которого он очень мало любил. Вбежав в переднюю, Наташа увидала высокую фигуру в шубе, разматывающую шарф.",восторг,восторге,восторг
Наташа,Эпилог,Часть первая,XII,345,"Николенька, который был теперь пятнадцатилетний худой, с вьющимися русыми волосами и прекрасными глазами, болезненный, умный мальчик, радовался потому, что дядя Пьер, как он называл его, был предметом его восхищения и страстной любви. Никто не внушал Николеньке особенной любви к Пьеру, и он только изредка видал его. Воспитательница его, графиня Марья, все силы употребляла, чтобы заставить Николеньку любить ее мужа так же, как она его любила, и Николенька любил дядю; но любил с чуть заметным оттенком презрения. Пьера же он обожал. Он не хотел быть ни гусаром, ни георгиевским кавалером, как дядя Николай, он хотел быть ученым, умным и добрым, как Пьер. В присутствии Пьера на его лице было всегда радостное сияние, и он краснел и задыхался, когда Пьер обращался к нему. Он не проранивал ни одного слова из того, что говорил Пьер и потом с Десалем и сам с собою вспоминал и соображал значение каждого слова Пьера. Прошедшая жизнь Пьера, его несчастия до 12-го года (о которых он из слышанных слов составил себе смутное поэтическое представление), его приключения в Москве, плен, Платон Каратаев (о котором он слыхал от Пьера), его любовь к Наташе (которую тоже особенною любовью любил мальчик) и, главное, его дружба к отцу, которого не помнил Николенька, — все это делало для него из Пьера героя и святыню.","Николенька, который был теперь пятнадцатилетний худой, с вьющимися русыми волосами и прекрасными глазами, болезненный, умный мальчик, РАДОВАЛСЯ потому, что дядя Пьер, как он называл его, был предметом его восхищения и страстной любви. Никто не внушал Николеньке особенной любви к Пьеру, и он только изредка видал его. Воспитательница его, графиня Марья, все силы употребляла, чтобы заставить Николеньку любить ее мужа так же, как она его любила, и Николенька любил дядю; но любил с чуть заметным оттенком презрения. Пьера же он обожал. Он не хотел быть ни гусаром, ни георгиевским кавалером, как дядя Николай, он хотел быть ученым, умным и добрым, как Пьер. В присутствии Пьера на его лице было всегда РАДОСТНОЕ сияние, и он краснел и задыхался, когда Пьер обращался к нему. Он не проранивал ни одного слова из того, что говорил Пьер и потом с Десалем и сам с собою вспоминал и соображал значение каждого слова Пьера. Прошедшая жизнь Пьера, его несчастия до 12-го года (о которых он из слышанных слов составил себе смутное поэтическое представление), его приключения в Москве, плен, Платон Каратаев (о котором он слыхал от Пьера), его любовь к Наташе (которую тоже особенною любовью любил мальчик) и, главное, его дружба к отцу, которого не помнил Николенька, — все это делало для него из Пьера героя и святыню.",радостный; радоваться,радовался;радостное,радость
Наташа,Эпилог,Часть первая,XII,345,"Из прорывавшихся речей об его отце и Наташе, из того волнения, с которым говорил Пьер о покойном, из той осторожной, благоговейной нежности, с которой Наташа говорила о нем же, мальчик, только что начинавший догадываться о любви, составил себе понятие о том, что отец его любил Наташу и завещал ее, умирая, своему другу. Отец же этот, которого не помнил мальчик, представлялся ему божеством, которого нельзя было себе вообразить и о котором он иначе не думал, как с замиранием сердца и слезами грусти и восторга. И мальчик был счастлив вследствие приезда Пьера.","Из прорывавшихся речей об его отце и Наташе, из того волнения, с которым говорил Пьер о покойном, из той осторожной, благоговейной нежности, с которой Наташа говорила о нем же, мальчик, только что начинавший догадываться о любви, составил себе понятие о том, что отец его любил Наташу и завещал ее, умирая, своему другу. Отец же этот, которого не помнил мальчик, представлялся ему божеством, которого нельзя было себе вообразить и о котором он иначе не думал, как с замиранием сердца и слезами грусти и ВОСТОРГА. И мальчик был СЧАСТЛИВ вследствие приезда Пьера.",восторг; счастливый,восторга;счастлив,восторг;счастье
Наташа,Эпилог,Часть первая,XII,345,"Старушки были рады и подаркам, которые он привезет, и, главное, тому, что опять оживет Наташа.","Старушки были РАДЫ и подаркам, которые он привезет, и, главное, тому, что опять оживет Наташа.",рад,рады,радость
Наташа,Эпилог,Часть первая,XII,345,"— Дорого, — сказала Наташа. — Ну, как дети рады будут и maman. Только напрасно ты мне это купил, — прибавила она, не в силах удержать улыбку, любуясь на золотой с жемчугами гребень, которые тогда только стали входить в моду.","— Дорого, — сказала Наташа. — Ну, как дети РАДЫ будут и maman. Только напрасно ты мне это купил, — прибавила она, не в силах удержать улыбку, любуясь на золотой с жемчугами гребень, которые тогда только стали входить в моду.",рад,рады,радость
Наташа,Эпилог,Часть первая,XIII,346,"— Готово, готово! — послышался из-за всех радостный вопль маленькой Наташи. Пьер переглянулся с графиней Марьей и Николаем (Наташу он всегда видел) и счастливо улыбнулся.","— Готово, готово! — послышался из-за всех РАДОСТНЫЙ вопль маленькой Наташи. Пьер переглянулся с графиней Марьей и Николаем (Наташу он всегда видел) и СЧАСТЛИВО улыбнулся.",счастливо; радостный,счастливо;радостный,счастье;радость
Наташа,Эпилог,Часть первая,XIV,347,"Наташа, вошедшая в середине разговора в комнату, радостно смотрела на мужа. Она не радовалась тому, что он говорил. Это даже не интересовало ее, потому что ей казалось, что все это было чрезвычайно просто и что она все это давно знала (ей казалось это потому, что она знала то, из чего все это выходило, — всю душу Пьера). Но она радовалась, глядя на его оживленную, восторженную фигуру.","Наташа, вошедшая в середине разговора в комнату, РАДОСТНО смотрела на мужа. Она не РАДОВАЛАСЬ тому, что он говорил. Это даже не интересовало ее, потому что ей казалось, что все это было чрезвычайно просто и что она все это давно знала (ей казалось это потому, что она знала то, из чего все это выходило, — всю душу Пьера). Но она РАДОВАЛАСЬ, глядя на его оживленную, ВОСТОРЖЕННУЮ фигуру.",восторженный; радовалась; радостно,восторженную;радовалась;радостно,восторг;радость
Наташа,Эпилог,Часть первая,XVI,349,"С того самого времени, как они остались одни и Наташа с широко раскрытыми, счастливыми глазами подошла к нему тихо и вдруг, быстро схватив его за голову, прижала ее к своей груди и сказала: «Теперь весь, весь мой, мой! Не уйдешь!» — с этого времени начался этот разговор, противный всем законам логики, противный уже потому, что в одно и то же время говорилось о совершенно различных предметах. Это одновременное обсуждение многого не только не мешало ясности понимания, но, напротив, было вернейшим признаком того, что они вполне понимают друг друга.","С того самого времени, как они остались одни и Наташа с широко раскрытыми, СЧАСТЛИВЫМИ глазами подошла к нему тихо и вдруг, быстро схватив его за голову, прижала ее к своей груди и сказала: «Теперь весь, весь мой, мой! Не уйдешь!» — с этого времени начался этот разговор, противный всем законам логики, противный уже потому, что в одно и то же время говорилось о совершенно различных предметах. Это одновременное обсуждение многого не только не мешало ясности понимания, но, напротив, было вернейшим признаком того, что они вполне понимают друг друга.",счастливый,счастливыми,счастье
Наташа,Эпилог,Часть первая,XVI,349,"— Какие глупости, — сказала вдруг Наташа, — медовый месяц и что самое счастье в первое время. Напротив, теперь самое лучшее. Ежели бы ты только не уезжал. Помнишь, как мы ссорились? И всегда я была виновата. Всегда я. И о чем мы ссорились — я не помню даже.","— Какие глупости, — сказала вдруг Наташа, — медовый месяц и что самое СЧАСТЬЕ в первое время. Напротив, теперь самое лучшее. Ежели бы ты только не уезжал. Помнишь, как мы ссорились? И всегда я была виновата. Всегда я. И о чем мы ссорились — я не помню даже.",счастие,счастье,счастье
Наташа,Эпилог,Часть первая,XVI,349,"Они замолчали на несколько секунд. Потом вдруг в одно и то же время повернулись друг к другу и начали что-то говорить. Пьер начал с самодовольствием и увлечением; Наташа — с тихой, счастливой улыбкой. Столкнувшись, они оба остановились, давая друг другу дорогу.","Они замолчали на несколько секунд. Потом вдруг в одно и то же время повернулись друг к другу и начали что-то говорить. Пьер начал с самодовольствием и увлечением; Наташа — с тихой, СЧАСТЛИВОЙ улыбкой. Столкнувшись, они оба остановились, давая друг другу дорогу.",счастливый,счастливой,счастье
