volume,part,chapter,value,emphasis,keywords,keytokens,emotionwords
Том первый,Часть вторая,I,26,"— Ну, батюшка Михайло Митрич, — обратился он к одному батальонному командиру (батальонный командир, улыбаясь, подался вперед; видно было, что они были СЧАСТЛИВЫ), — досталось на орехи нынче ночью. Однако, кажется, ничего, полк не из дурных... А?",счастливый,счастливы,счастье
Том первый,Часть вторая,I,26,"— Ну, батюшка Михайло Митрич, — обратился он к одному батальонному командиру (батальонный командир, улыбаясь, подался вперед; видно было, что они были СЧАСТЛИВЫ), — досталось на орехи нынче ночью. Однако, кажется, ничего, полк не из дурных... А?",счастливый,счастливы,счастье
Том первый,Часть вторая,II,27,"Полковой командир, покраснев, подбежал к лошади, дрожащими руками взялся за стремя, перекинул тело, оправился, вынул шпагу и с СЧАСТЛИВЫМ, решительным лицом, набок раскрыв рот, приготовился крикнуть. Полк встрепенулся, как оправляющаяся птица, и замер.",счастливый,счастливым,счастье
Том первый,Часть вторая,II,27,"Полковой командир, покраснев, подбежал к лошади, дрожащими руками взялся за стремя, перекинул тело, оправился, вынул шпагу и с СЧАСТЛИВЫМ, решительным лицом, набок раскрыв рот, приготовился крикнуть. Полк встрепенулся, как оправляющаяся птица, и замер.",счастливый,счастливым,счастье
Том первый,Часть вторая,II,27,"— Смир-р-р-на! — закричал полковой командир потрясающим душу голосом, РАДОСТНЫМ для себя, строгим в отношении к полку и приветливым в отношении к подъезжающему начальнику.",радостным,радостным,радость
Том первый,Часть вторая,II,27,"— Вы на меня не претендуйте, Прохор Игнатьич! — сказал полковой командир, объезжая двигавшуюся к месту 3-ю роту и подъезжая к шедшему впереди ее капитану Тимохину. Лицо полкового командира после счастливо отбытого смотра выражало неудержимую РАДОСТЬ. — Служба царская... нельзя... другой раз во фронте оборвешь... Сам извинюсь первый, вы меня знаете... Очень благодарил! — И он протянул руку ротному.",радость,радость,радость
Том первый,Часть вторая,II,27,"— Вы на меня не претендуйте, Прохор Игнатьич! — сказал полковой командир, объезжая двигавшуюся к месту 3-ю роту и подъезжая к шедшему впереди ее капитану Тимохину. Лицо полкового командира после СЧАСТЛИВО отбытого смотра выражало неудержимую радость. — Служба царская... нельзя... другой раз во фронте оборвешь... Сам извинюсь первый, вы меня знаете... Очень благодарил! — И он протянул руку ротному.",счастливо,счастливо,счастье
Том первый,Часть вторая,II,27,"— Вы на меня не претендуйте, Прохор Игнатьич! — сказал полковой командир, объезжая двигавшуюся к месту 3-ю роту и подъезжая к шедшему впереди ее капитану Тимохину. Лицо полкового командира после СЧАСТЛИВО отбытого смотра выражало неудержимую радость. — Служба царская... нельзя... другой раз во фронте оборвешь... Сам извинюсь первый, вы меня знаете... Очень благодарил! — И он протянул руку ротному.",счастливо,счастливо,счастье
Том первый,Часть вторая,II,27,СЧАСТЛИВОЕ расположение духа начальства после смотра перешло и к солдатам. Рота шла весело. Со всех сторон переговаривались солдатские голоса.,счастливый,Счастливое,счастье
Том первый,Часть вторая,II,27,СЧАСТЛИВОЕ расположение духа начальства после смотра перешло и к солдатам. Рота шла весело. Со всех сторон переговаривались солдатские голоса.,счастливый,Счастливое,счастье
Том первый,Часть вторая,II,27,"Гусарский корнет Жерков одно время в Петербурге принадлежал к тому буйному обществу, которым руководил Долохов. За границей Жерков встретил Долохова солдатом, но не счел нужным узнать его. Теперь, после разговора Кутузова с разжалованным, он с РАДОСТЬЮ старого друга обратился к нему.",радость,радостью,радость
Том первый,Часть вторая,II,27,"— Я РАД, — отвечал Долохов коротко и ясно, как того требовала песня.",рад,рад,радость
Том первый,Часть вторая,III,28,"«Ваш сын, — писал он, — надежду подает быть офицером, из ряду выходящим по своим знаниям, твердости и исполнительности. Я считаю себя СЧАСТЛИВЫМ, имея под рукой такого подчиненного».",счастливый,счастливым,счастье
Том первый,Часть вторая,III,28,"«Ваш сын, — писал он, — надежду подает быть офицером, из ряду выходящим по своим знаниям, твердости и исполнительности. Я считаю себя СЧАСТЛИВЫМ, имея под рукой такого подчиненного».",счастливый,счастливым,счастье
Том первый,Часть вторая,III,28,"Князь Андрей был один из тех редких офицеров в штабе, который полагал свой главный интерес в общем ходе военного дела. Увидав Мака и услыхав подробности его погибели, он понял, что половина кампании проиграна, понял всю трудность положения русских войск и живо вообразил себе то, что ожидает армию, и ту роль, которую он должен будет играть в ней. Невольно он испытывал волнующее РАДОСТНОЕ чувство при мысли о посрамлении самонадеянной Австрии и о том, что через неделю, может быть, придется ему увидеть и принять участие в столкновении русских с французами, впервые после Суворова. Но он боялся гения Бонапарта, который мог оказаться сильнее всей храбрости русских войск, и вместе с тем не мог допустить позора для своего героя.",радостный,радостное,радость
Том первый,Часть вторая,III,28,"Князь Андрей был один из тех редких офицеров в штабе, который полагал свой главный интерес в общем ходе военного дела. Увидав Мака и услыхав подробности его погибели, он понял, что половина кампании проиграна, понял всю трудность положения русских войск и живо вообразил себе то, что ожидает армию, и ту роль, которую он должен будет играть в ней. Невольно он испытывал волнующее РАДОСТНОЕ чувство при мысли о посрамлении самонадеянной Австрии и о том, что через неделю, может быть, придется ему увидеть и принять участие в столкновении русских с французами, впервые после Суворова. Но он боялся гения Бонапарта, который мог оказаться сильнее всей храбрости русских войск, и вместе с тем не мог допустить позора для своего героя.",радостный,радостное,радость
Том первый,Часть вторая,III,28,"Генералы проходили с видом желания избавиться от утруждающих почестей. На лице шутника Жеркова выразилась вдруг глупая улыбка РАДОСТИ, которой он как будто не мог удержать.",радость,радости,радость
Том первый,Часть вторая,III,28,"— Как что? — заговорил князь Андрей, останавливаясь от волнения. — Да ты пойми, что мы — или офицеры, которые служим своему царю и отечеству и РАДУЕМСЯ общему успеху и печалимся об общей неудаче, или мы лакеи, которым дела нет до господского дела. Quarante milles hommes massacrés et l'armée de nos alliés détruite, et vous trouvez là le mot pour rire, — сказал он, как будто этою французскою фразой закрепляя свое мнение. — C'est bien pour un garçon de rien comme cet individu dont vous avez fait un ami, mais pas pour vous, pas pour vous 5. Мальчишкам только можно так забавляться, — прибавил князь Андрей по-русски, выговаривая это слово с французским акцентом, заметив, что Жерков мог еще слышать его.",радоваться,радуемся,радость
Том первый,Часть вторая,IV,29,"— А, Бондаренко, друг сердечный, — проговорил он бросившемуся стремглав к его лошади гусару. — Выводи, дружок, — сказал он с тою братскою веселою нежностью, с которою обращаются со всеми хорошие молодые люди, когда они СЧАСТЛИВЫ.",счастливый,счастливы,счастье
Том первый,Часть вторая,IV,29,"— А, Бондаренко, друг сердечный, — проговорил он бросившемуся стремглав к его лошади гусару. — Выводи, дружок, — сказал он с тою братскою веселою нежностью, с которою обращаются со всеми хорошие молодые люди, когда они СЧАСТЛИВЫ.",счастливый,счастливы,счастье
Том первый,Часть вторая,IV,29,"— Schon fleissig! 2 — сказал Ростов все с тою же РАДОСТНОЮ, братскою улыбкой, какая не сходила с его оживленного лица. — Hoch Oesterreicher! Hoch Russen! Kaiser Alexander hoch! 3 — обратился он к немцу, повторяя слова, говоренные часто немцем-хозяином.",радостною,радостною,радость
Том первый,Часть вторая,IV,29,"Ростов сам так же, как немец, взмахнул фуражкой над головой и, смеясь, закричал: «Und vivat die ganze Welt!» Хотя не было никакой причины к особенной РАДОСТИ ни для немца, вычищавшего свой коровник, ни для Ростова, ездившего со взводом за сеном, оба человека эти с счастливым восторгом и братскою любовью посмотрели друг на друга, потрясли головами в знак взаимной любви и, улыбаясь, разошлись — немец в коровник, а Ростов в избу, которую занимал с Денисовым.",радость,радости,радость
Том первый,Часть вторая,IV,29,"Ростов сам так же, как немец, взмахнул фуражкой над головой и, смеясь, закричал: «Und vivat die ganze Welt!» Хотя не было никакой причины к особенной радости ни для немца, вычищавшего свой коровник, ни для Ростова, ездившего со взводом за сеном, оба человека эти с СЧАСТЛИВЫМ восторгом и братскою любовью посмотрели друг на друга, потрясли головами в знак взаимной любви и, улыбаясь, разошлись — немец в коровник, а Ростов в избу, которую занимал с Денисовым.",счастливый,счастливым,счастье
Том первый,Часть вторая,IV,29,"Ростов сам так же, как немец, взмахнул фуражкой над головой и, смеясь, закричал: «Und vivat die ganze Welt!» Хотя не было никакой причины к особенной радости ни для немца, вычищавшего свой коровник, ни для Ростова, ездившего со взводом за сеном, оба человека эти с СЧАСТЛИВЫМ восторгом и братскою любовью посмотрели друг на друга, потрясли головами в знак взаимной любви и, улыбаясь, разошлись — немец в коровник, а Ростов в избу, которую занимал с Денисовым.",счастливый,счастливым,счастье
Том первый,Часть вторая,IV,29,"Ростов сам так же, как немец, взмахнул фуражкой над головой и, смеясь, закричал: «Und vivat die ganze Welt!» Хотя не было никакой причины к особенной радости ни для немца, вычищавшего свой коровник, ни для Ростова, ездившего со взводом за сеном, оба человека эти с счастливым ВОСТОРГОМ и братскою любовью посмотрели друг на друга, потрясли головами в знак взаимной любви и, улыбаясь, разошлись — немец в коровник, а Ростов в избу, которую занимал с Денисовым.",восторг,восторгом,восторг
Том первый,Часть вторая,IV,29,"Но эти слова звучали жалобным, отчаянным криком и мольбой о прощении. Как только Ростов услыхал этот звук голоса, с души его свалился огромный камень сомнения. Он почувствовал РАДОСТЬ, и в то же мгновение ему стало жалко несчастного, стоявшего перед ним человека; но надо было до конца довести начатое дело.",радость,радость,радость
Том первый,Часть вторая,VI,31,"Между орудиями, на высоте, стояли впереди начальник ариергарда генерал с свитским офицером, рассматривая в трубу местность. Несколько позади сидел на хоботе орудия Несвицкий, посланный от главнокомандующего к ариергарду. Казак, сопутствовавший Несвицкому, подал сумочку и фляжку, и Несвицкий угощал офицеров пирожками и настоящим доппелькюмелем. Офицеры РАДОСТНО окружали его, кто на коленях, кто сидя по-турецки на мокрой траве.",радостно,радостно,радость
Том первый,Часть вторая,VI,31,"Между орудиями, на высоте, стояли впереди начальник ариергарда генерал с свитским офицером, рассматривая в трубу местность. Несколько позади сидел на хоботе орудия Несвицкий, посланный от главнокомандующего к ариергарду. Казак, сопутствовавший Несвицкому, подал сумочку и фляжку, и Несвицкий угощал офицеров пирожками и настоящим доппелькюмелем. Офицеры РАДОСТНО окружали его, кто на коленях, кто сидя по-турецки на мокрой траве.",радостно,радостно,радость
Том первый,Часть вторая,VII,32,"— Как он его, милый человек, полыхнет прикладом-то в самые зубы... — РАДОСТНО говорил один солдат в высоко подоткнутой шинели, широко размахивая рукой.",радостно,радостно,радость
Том первый,Часть вторая,VII,32,"— Как он его, милый человек, полыхнет прикладом-то в самые зубы... — РАДОСТНО говорил один солдат в высоко подоткнутой шинели, широко размахивая рукой.",радостно,радостно,радость
Том первый,Часть вторая,VII,32,— Э! Вася! — отвечал РАДОСТНО Несвицкий. — Да ты что?,радостно,радостно,радость
Том первый,Часть вторая,VII,32,— Э! Вася! — отвечал РАДОСТНО Несвицкий. — Да ты что?,радостно,радостно,радость
Том первый,Часть вторая,VIII,33,"«Один шаг за эту черту, напоминающую черту, отделяющую живых от мертвых, и — неизвестность, страдания и смерть. И что там? кто там? там, за этим полем, и деревом, и крышей, освещенной солнцем? Никто не знает, и хочется знать; и страшно перейти эту черту, и хочется перейти ее; и знаешь, что рано или поздно придется перейти ее и узнать, что там, по ту сторону смерти. А сам силен, здоров, весел и раздражен и окружен такими здоровыми и раздраженно-оживленными людьми». Так ежели и не думает, то чувствует всякий человек, находящийся в виду неприятеля, и чувство это придает особенный блеск и РАДОСТНУЮ резкость впечатлений всему происходящему в эти минуты.",радостный,радостную,радость
Том первый,Часть вторая,VIII,33,"«Один шаг за эту черту, напоминающую черту, отделяющую живых от мертвых, и — неизвестность, страдания и смерть. И что там? кто там? там, за этим полем, и деревом, и крышей, освещенной солнцем? Никто не знает, и хочется знать; и страшно перейти эту черту, и хочется перейти ее; и знаешь, что рано или поздно придется перейти ее и узнать, что там, по ту сторону смерти. А сам силен, здоров, весел и раздражен и окружен такими здоровыми и раздраженно-оживленными людьми». Так ежели и не думает, то чувствует всякий человек, находящийся в виду неприятеля, и чувство это придает особенный блеск и РАДОСТНУЮ резкость впечатлений всему происходящему в эти минуты.",радостный,радостную,радость
Том первый,Часть вторая,VIII,33,"На бугре у неприятеля показался дымок выстрела, и ядро, свистя, пролетело над головами гусарского эскадрона. Офицеры, стоявшие вместе, разъехались по местам. Гусары старательно стали выравнивать лошадей. В эскадроне все замолкло. Все поглядывали вперед на неприятеля и на эскадронного командира, ожидая команды. Пролетело другое, третье ядро. Очевидно, что стреляли по гусарам; но ядро, равномерно-быстро свистя, пролетало над головами гусар и ударялось где-то сзади. Гусары не оглядывались, но при каждом звуке пролетающего ядра, будто по команде, весь эскадрон с своими однообразно-разнообразными лицами, сдерживая дыханье, пока летело ядро, приподнимался на стременах и снова опускался. Солдаты, не поворачивая головы, косились друг на друга, с любопытством высматривая впечатление товарища. На каждом лице, от Денисова до горниста, показалась около губ и подбородка одна общая черта борьбы раздраженности и волнения. Вахмистр хмурился, оглядывая солдат, как будто угрожая наказанием. Юнкер Миронов нагибался при каждом пролете ядра. Ростов, стоя на левом фланге, на своем тронутом ногами, но видном Грачике, имел СЧАСТЛИВЫЙ вид ученика, вызванного перед большою публикой к экзамену, в котором он уверен, что отличится. Он ясно и светло оглядывался на всех, как бы прося обратить внимание на то, как он спокойно стоит под ядрами. Но и в его лице та же черта чего-то нового и строгого, против его воли, показывалась около рта.",счастливый,счастливый,счастье
Том первый,Часть вторая,VIII,33,"На бугре у неприятеля показался дымок выстрела, и ядро, свистя, пролетело над головами гусарского эскадрона. Офицеры, стоявшие вместе, разъехались по местам. Гусары старательно стали выравнивать лошадей. В эскадроне все замолкло. Все поглядывали вперед на неприятеля и на эскадронного командира, ожидая команды. Пролетело другое, третье ядро. Очевидно, что стреляли по гусарам; но ядро, равномерно-быстро свистя, пролетало над головами гусар и ударялось где-то сзади. Гусары не оглядывались, но при каждом звуке пролетающего ядра, будто по команде, весь эскадрон с своими однообразно-разнообразными лицами, сдерживая дыханье, пока летело ядро, приподнимался на стременах и снова опускался. Солдаты, не поворачивая головы, косились друг на друга, с любопытством высматривая впечатление товарища. На каждом лице, от Денисова до горниста, показалась около губ и подбородка одна общая черта борьбы раздраженности и волнения. Вахмистр хмурился, оглядывая солдат, как будто угрожая наказанием. Юнкер Миронов нагибался при каждом пролете ядра. Ростов, стоя на левом фланге, на своем тронутом ногами, но видном Грачике, имел СЧАСТЛИВЫЙ вид ученика, вызванного перед большою публикой к экзамену, в котором он уверен, что отличится. Он ясно и светло оглядывался на всех, как бы прося обратить внимание на то, как он спокойно стоит под ядрами. Но и в его лице та же черта чего-то нового и строгого, против его воли, показывалась около рта.",счастливый,счастливый,счастье
Том первый,Часть вторая,VIII,33,"И он улыбнулся одобрительно, видимо, РАДУЯСЬ на юнкера. Ростов почувствовал себя совершенно счастливым. В это время начальник показался на мосту. Денисов поскакал к нему.",радоваться,радуясь,радость
Том первый,Часть вторая,VIII,33,"И он улыбнулся одобрительно, видимо, радуясь на юнкера. Ростов почувствовал себя совершенно СЧАСТЛИВЫМ. В это время начальник показался на мосту. Денисов поскакал к нему.",счастливый,счастливым,счастье
Том первый,Часть вторая,VIII,33,"И он улыбнулся одобрительно, видимо, радуясь на юнкера. Ростов почувствовал себя совершенно СЧАСТЛИВЫМ. В это время начальник показался на мосту. Денисов поскакал к нему.",счастливый,счастливым,счастье
Том первый,Часть вторая,VIII,33,"Николай Ростов отвернулся и, как будто отыскивая чего-то, стал смотреть на даль, на воду Дуная, на небо, на солнце! Как хорошо показалось небо, как голубо, спокойно и глубоко! Как ярко и торжественно опускающееся солнце! Как ласково-глянцевито блестела вода в далеком Дунае! И еще лучше были далекие, голубеющие за Дунаем горы, монастырь, таинственные ущелья, залитые до макуш туманом сосновые леса... там тихо, счастливо... «Ничего, ничего бы я не желал, ничего бы не желал, ежели бы я только был там, — думал Ростов. — Во мне одном и в этом солнце так много СЧАСТИЯ, а тут... стоны, страдания, страх и эта неясность, эта поспешность... Вот опять кричат что-то, и опять все побежали куда-то назад, и я бегу с ними, и вот она, вот она, смерть, надо мной, вокруг меня... Мгновенье — и я никогда уже не увижу этого солнца, этой воды, этого ущелья...»",счастие,счастия,счастье
Том первый,Часть вторая,VIII,33,"Николай Ростов отвернулся и, как будто отыскивая чего-то, стал смотреть на даль, на воду Дуная, на небо, на солнце! Как хорошо показалось небо, как голубо, спокойно и глубоко! Как ярко и торжественно опускающееся солнце! Как ласково-глянцевито блестела вода в далеком Дунае! И еще лучше были далекие, голубеющие за Дунаем горы, монастырь, таинственные ущелья, залитые до макуш туманом сосновые леса... там тихо, СЧАСТЛИВО... «Ничего, ничего бы я не желал, ничего бы не желал, ежели бы я только был там, — думал Ростов. — Во мне одном и в этом солнце так много счастия, а тут... стоны, страдания, страх и эта неясность, эта поспешность... Вот опять кричат что-то, и опять все побежали куда-то назад, и я бегу с ними, и вот она, вот она, смерть, надо мной, вокруг меня... Мгновенье — и я никогда уже не увижу этого солнца, этой воды, этого ущелья...»",счастливый,счастливо,счастье
Том первый,Часть вторая,VIII,33,"Николай Ростов отвернулся и, как будто отыскивая чего-то, стал смотреть на даль, на воду Дуная, на небо, на солнце! Как хорошо показалось небо, как голубо, спокойно и глубоко! Как ярко и торжественно опускающееся солнце! Как ласково-глянцевито блестела вода в далеком Дунае! И еще лучше были далекие, голубеющие за Дунаем горы, монастырь, таинственные ущелья, залитые до макуш туманом сосновые леса... там тихо, счастливо... «Ничего, ничего бы я не желал, ничего бы не желал, ежели бы я только был там, — думал Ростов. — Во мне одном и в этом солнце так много СЧАСТИЯ, а тут... стоны, страдания, страх и эта неясность, эта поспешность... Вот опять кричат что-то, и опять все побежали куда-то назад, и я бегу с ними, и вот она, вот она, смерть, надо мной, вокруг меня... Мгновенье — и я никогда уже не увижу этого солнца, этой воды, этого ущелья...»",счастие,счастия,счастье
Том первый,Часть вторая,VIII,33,"Николай Ростов отвернулся и, как будто отыскивая чего-то, стал смотреть на даль, на воду Дуная, на небо, на солнце! Как хорошо показалось небо, как голубо, спокойно и глубоко! Как ярко и торжественно опускающееся солнце! Как ласково-глянцевито блестела вода в далеком Дунае! И еще лучше были далекие, голубеющие за Дунаем горы, монастырь, таинственные ущелья, залитые до макуш туманом сосновые леса... там тихо, СЧАСТЛИВО... «Ничего, ничего бы я не желал, ничего бы не желал, ежели бы я только был там, — думал Ростов. — Во мне одном и в этом солнце так много счастия, а тут... стоны, страдания, страх и эта неясность, эта поспешность... Вот опять кричат что-то, и опять все побежали куда-то назад, и я бегу с ними, и вот она, вот она, смерть, надо мной, вокруг меня... Мгновенье — и я никогда уже не увижу этого солнца, этой воды, этого ущелья...»",счастливый,счастливо,счастье
Том первый,Часть вторая,VIII,33,"— Пустячок! — пробасил полковник, — два гусара ранено, и один наповал, — сказал он с видимою РАДОСТЬЮ, не в силах удержаться от счастливой улыбки, звучно отрубая красивое слово наповал.",радость,радостью,радость
Том первый,Часть вторая,VIII,33,"— Пустячок! — пробасил полковник, — два гусара ранено, и один наповал, — сказал он с видимою радостью, не в силах удержаться от СЧАСТЛИВОЙ улыбки, звучно отрубая красивое слово наповал.",счастливый,счастливой,счастье
Том первый,Часть вторая,VIII,33,"— Пустячок! — пробасил полковник, — два гусара ранено, и один наповал, — сказал он с видимою радостью, не в силах удержаться от СЧАСТЛИВОЙ улыбки, звучно отрубая красивое слово наповал.",счастливый,счастливой,счастье
Том первый,Часть вторая,IX,34,"28-го октября Кутузов с армией перешел на левый берег Дуная и в первый раз остановился, положив Дунай между собой и главными силами французов. 30-го он атаковал находившуюся на левом берегу Дуная дивизию Мортье и разбил ее. В этом деле в первый раз взяты трофеи: знамя, орудия и два неприятельские генерала. В первый раз после двухнедельного отступления русские войска остановились и после борьбы не только удержали поле сражения, но прогнали французов. Несмотря на то, что войска были раздеты, изнурены, на одну треть ослаблены отсталыми, ранеными, убитыми и больными; несмотря на то, что на той стороне Дуная были оставлены больные и раненые с письмом Кутузова, поручавшим их человеколюбию неприятеля; несмотря на то, что большие госпитали и дома в Кремсе, обращенные в лазареты, не могли уже вмещать в себе всех больных и раненых, — несмотря на все это, остановка при Кремсе и победа над Мортье значительно подняли дух войска. Во всей армии и в главной квартире ходили самые РАДОСТНЫЕ, хотя и несправедливые слухи о мнимом приближении колонн из России, о какой-то победе, одержанной австрийцами, и об отступлении испуганного Бонапарта.",радостный,радостные,радость
Том первый,Часть вторая,IX,34,"28-го октября Кутузов с армией перешел на левый берег Дуная и в первый раз остановился, положив Дунай между собой и главными силами французов. 30-го он атаковал находившуюся на левом берегу Дуная дивизию Мортье и разбил ее. В этом деле в первый раз взяты трофеи: знамя, орудия и два неприятельские генерала. В первый раз после двухнедельного отступления русские войска остановились и после борьбы не только удержали поле сражения, но прогнали французов. Несмотря на то, что войска были раздеты, изнурены, на одну треть ослаблены отсталыми, ранеными, убитыми и больными; несмотря на то, что на той стороне Дуная были оставлены больные и раненые с письмом Кутузова, поручавшим их человеколюбию неприятеля; несмотря на то, что большие госпитали и дома в Кремсе, обращенные в лазареты, не могли уже вмещать в себе всех больных и раненых, — несмотря на все это, остановка при Кремсе и победа над Мортье значительно подняли дух войска. Во всей армии и в главной квартире ходили самые РАДОСТНЫЕ, хотя и несправедливые слухи о мнимом приближении колонн из России, о какой-то победе, одержанной австрийцами, и об отступлении испуганного Бонапарта.",радостный,радостные,радость
Том первый,Часть вторая,IX,34,"Ночь была темная, звездная; дорога чернелась между белевшим снегом, выпавшим накануне, в день сражения. То перебирая впечатления прошедшего сражения, то РАДОСТНО воображая впечатление, которое он произведет известием о победе, вспоминая проводы главнокомандующего и товарищей, князь Андрей скакал в почтовой бричке, испытывая чувство человека, долго ждавшего, и, наконец, достигшего начала желаемого счастия. Как скоро он закрывал глаза, в ушах его раздавалась пальба ружей и орудий, которая сливалась со стуком колес и впечатлением победы. То ему начинало представляться, что русские бегут, что он сам убит; но он поспешно просыпался, со счастием как будто вновь узнавал, что ничего этого не было и что, напротив, французы бежали. Он снова вспоминал все подробности победы, свое спокойное мужество во время сражения и, успокоившись, задремывал... После темной звездной ночи наступило яркое, веселое утро. Снег таял на солнце, лошади быстро скакали, и безразлично вправе и влеве проходили новые разнообразные леса, поля, деревни.",радостно,радостно,радость
Том первый,Часть вторая,IX,34,"Ночь была темная, звездная; дорога чернелась между белевшим снегом, выпавшим накануне, в день сражения. То перебирая впечатления прошедшего сражения, то РАДОСТНО воображая впечатление, которое он произведет известием о победе, вспоминая проводы главнокомандующего и товарищей, князь Андрей скакал в почтовой бричке, испытывая чувство человека, долго ждавшего, и, наконец, достигшего начала желаемого счастия. Как скоро он закрывал глаза, в ушах его раздавалась пальба ружей и орудий, которая сливалась со стуком колес и впечатлением победы. То ему начинало представляться, что русские бегут, что он сам убит; но он поспешно просыпался, со счастием как будто вновь узнавал, что ничего этого не было и что, напротив, французы бежали. Он снова вспоминал все подробности победы, свое спокойное мужество во время сражения и, успокоившись, задремывал... После темной звездной ночи наступило яркое, веселое утро. Снег таял на солнце, лошади быстро скакали, и безразлично вправе и влеве проходили новые разнообразные леса, поля, деревни.",радостно,радостно,радость
