character,volume,part,chapter,value,paragraph,emphasis,token,lemma,concept,totalpart
Natasha,Том второй,Часть первая,XV,80,"«Что ж это такое? — подумал Николай, услыхав ее голос и широко раскрывая глаза. — Что с ней сделалось? Как она поет нынче?» — подумал он. И вдруг весь мир для него сосредоточился в ожидании следующей ноты, следующей фразы, и все в мире сделалось разделенным на три темпа: «Oh mio crudele affetto... 1 Раз, два, три... раз, два... три... раз... Oh mio crudele affetto... Раз, два три... раз. Эх, жизнь наша дурацкая! — думал Николай. — Все это, и несчастье, и деньги, и Долохов, и злоба, и честь, — все это вздор... а вот оно — настоящее... Ну, Наташа, ну, голубчик! ну, матушка!.. Как она этот si возьмет... Взяла? Слава Богу. — И он, сам не замечая того, что он поет, чтобы усилить этот si, взял втору в терцию высокой ноты. — Боже мой! как хорошо! Неужели это я взял? как счастливо!» — подумал он.","«Что ж это такое? — подумал Николай, услыхав ее голос и широко раскрывая глаза. — Что с ней сделалось? Как она поет нынче?» — подумал он. И вдруг весь мир для него сосредоточился в ожидании следующей ноты, следующей фразы, и все в мире сделалось разделенным на три темпа: «Oh mio crudele affetto... 1 Раз, два, три... раз, два... три... раз... Oh mio crudele affetto... Раз, два три... раз. Эх, жизнь наша дурацкая! — думал Николай. — Все это, и несчастье, и деньги, и Долохов, и злоба, и честь, — все это вздор... а вот оно — настоящее... Ну, Наташа, ну, голубчик! ну, матушка!.. Как она этот si возьмет... Взяла? Слава Богу. — И он, сам не замечая того, что он поет, чтобы усилить этот si, взял втору в терцию высокой ноты. — Боже мой! как хорошо! Неужели это я взял? как СЧАСТЛИВО!» — подумал он.",счастливо,счастливый,счастье,4
Natasha,Том второй,Часть третья,XVI,118,"«Давно я ждала тебя», — как будто сказала эта испуганная и счастливая девочка своей просиявшей из-за готовых слез улыбкой, поднимая свою руку на плечо князя Андрея. Они были вторая пара, вошедшая в круг. Князь Андрей был одним из лучших танцоров своего времени. Наташа танцевала превосходно. Ножки ее в бальных атласных башмачках быстро, легко и независимо от нее делали свое дело, а лицо ее сияло восторгом счастия. Ее оголенные шея и руки были худы и некрасивы в сравнении с плечами Элен. Ее плечи были худы, грудь неопределенна, руки тонки; но на Элен был уже как будто лак от всех тысяч взглядов, скользивших по ее телу, а Наташа казалась девочкой, которую в первый раз оголили и которой бы очень стыдно это было, ежели бы ее не уверили, что это так необходимо надо.","«Давно я ждала тебя», — как будто сказала эта испуганная и СЧАСТЛИВАЯ девочка своей просиявшей из-за готовых слез улыбкой, поднимая свою руку на плечо князя Андрея. Они были вторая пара, вошедшая в круг. Князь Андрей был одним из лучших танцоров своего времени. Наташа танцевала превосходно. Ножки ее в бальных атласных башмачках быстро, легко и независимо от нее делали свое дело, а лицо ее сияло восторгом счастия. Ее оголенные шея и руки были худы и некрасивы в сравнении с плечами Элен. Ее плечи были худы, грудь неопределенна, руки тонки; но на Элен был уже как будто лак от всех тысяч взглядов, скользивших по ее телу, а Наташа казалась девочкой, которую в первый раз оголили и которой бы очень стыдно это было, ежели бы ее не уверили, что это так необходимо надо.",счастливая,счастливый,счастье,6
Natasha,Том второй,Часть третья,XVII,119,"После князя Андрея к Наташе подошел Борис, приглашая ее на танцы, подошел и тот танцор-адъютант, начавший бал, и еще молодые люди, и Наташа, передавая своих излишних кавалеров Соне, счастливая и раскрасневшаяся, не переставала танцевать целый вечер. Она ничего не заметила и не видала из того, что занимало всех на этом бале. Она не только не заметила, как государь долго говорил с французским посланником, как он особенно милостиво говорил с такой-то дамой, как принц такой-то и такой-то сделали и сказали то-то, как Элен имела большой успех и удостоилась особенного внимания такого-то; она не видала даже государя и заметила, что он уехал, только потому, что после его отъезда бал более оживился. Один из веселых котильонов, перед ужином, князь Андрей опять танцевал с Наташей. Он напомнил ей о их первом свиданье в отрадненской аллее и о том, как она не могла заснуть в лунную ночь и как он невольно слышал ее. Наташа покраснела при этом напоминании и старалась оправдаться, как будто было что-то стыдное в том чувстве, в котором невольно подслушал ее князь Андрей.","После князя Андрея к Наташе подошел Борис, приглашая ее на танцы, подошел и тот танцор-адъютант, начавший бал, и еще молодые люди, и Наташа, передавая своих излишних кавалеров Соне, СЧАСТЛИВАЯ и раскрасневшаяся, не переставала танцевать целый вечер. Она ничего не заметила и не видала из того, что занимало всех на этом бале. Она не только не заметила, как государь долго говорил с французским посланником, как он особенно милостиво говорил с такой-то дамой, как принц такой-то и такой-то сделали и сказали то-то, как Элен имела большой успех и удостоилась особенного внимания такого-то; она не видала даже государя и заметила, что он уехал, только потому, что после его отъезда бал более оживился. Один из веселых котильонов, перед ужином, князь Андрей опять танцевал с Наташей. Он напомнил ей о их первом свиданье в отрадненской аллее и о том, как она не могла заснуть в лунную ночь и как он невольно слышал ее. Наташа покраснела при этом напоминании и старалась оправдаться, как будто было что-то стыдное в том чувстве, в котором невольно подслушал ее князь Андрей.",счастливая,счастливая,счастье,6
Natasha,Том второй,Часть третья,XVII,119,"Князь Андрей, как все люди, выросшие в свете, любил встречать в свете то, что не имело на себе общего светского отпечатка. И такова была Наташа, с ее удивлением, радостью, и робостью, и даже ошибками во французском языке. Он особенно нежно и бережно обращался и говорил с нею. Сидя подле нее, разговаривая с нею о самых простых и ничтожных предметах, князь Андрей любовался на радостный блеск ее глаз и улыбки, относившейся не к говоренным речам, а к ее внутреннему счастию. В то время как Наташу выбирали и она с улыбкой вставала и танцевала по зале, князь Андрей любовался в особенности на ее робкую грацию. В середине котильона Наташа, окончив фигуру, еще тяжело дыша, подходила к своему месту. Новый кавалер опять пригласил ее. Она устала и запыхалась и, видимо, подумала отказаться, но тотчас опять весело подняла руку на плечо кавалера и улыбнулась князю Андрею.","Князь Андрей, как все люди, выросшие в свете, любил встречать в свете то, что не имело на себе общего светского отпечатка. И такова была Наташа, с ее удивлением, радостью, и робостью, и даже ошибками во французском языке. Он особенно нежно и бережно обращался и говорил с нею. Сидя подле нее, разговаривая с нею о самых простых и ничтожных предметах, князь Андрей любовался на радостный блеск ее глаз и улыбки, относившейся не к говоренным речам, а к ее внутреннему СЧАСТИЮ. В то время как Наташу выбирали и она с улыбкой вставала и танцевала по зале, князь Андрей любовался в особенности на ее робкую грацию. В середине котильона Наташа, окончив фигуру, еще тяжело дыша, подходила к своему месту. Новый кавалер опять пригласил ее. Она устала и запыхалась и, видимо, подумала отказаться, но тотчас опять весело подняла руку на плечо кавалера и улыбнулась князю Андрею.",счастию,счастие,счастье,6
Natasha,Том второй,Часть третья,XVII,119,"«Я бы рада была отдохнуть и посидеть с вами, я устала; но вы видите, как меня выбирают, и я этому рада, и я счастлива, и я всех люблю, и мы с вами всё это понимаем», — и еще многое и многое сказала эта улыбка. Когда кавалер оставил ее, Наташа побежала через залу, чтобы взять двух дам для фигур.","«Я бы рада была отдохнуть и посидеть с вами, я устала; но вы видите, как меня выбирают, и я этому рада, и я СЧАСТЛИВА, и я всех люблю, и мы с вами всё это понимаем», — и еще многое и многое сказала эта улыбка. Когда кавалер оставил ее, Наташа побежала через залу, чтобы взять двух дам для фигур.",счастлива,счастливый,счастье,6
Natasha,Том второй,Часть третья,XVII,119,"— Так весело, как никогда в жизни! — сказала она, и князь Андрей заметил, как быстро поднялись было ее худые руки, чтоб обнять отца, и тотчас же опустились. Наташа была так счастлива, как никогда еще в жизни. Она была на той высшей ступени счастия, когда человек делается вполне добр и хорош и не верит в возможность зла, несчастия и горя.","— Так весело, как никогда в жизни! — сказала она, и князь Андрей заметил, как быстро поднялись было ее худые руки, чтоб обнять отца, и тотчас же опустились. Наташа была так счастлива, как никогда еще в жизни. Она была на той высшей ступени СЧАСТИЯ, когда человек делается вполне добр и хорош и не верит в возможность зла, неСЧАСТИЯ и горя.",счастия,счастие,счастье,6
Natasha,Том второй,Часть третья,XVII,119,"«Как могут они быть недовольны чем-то, — думала Наташа. — Особенно такой хороший, как этот Безухов?» На глаза Наташи, все бывшие на бале были одинаково добрые, милые, прекрасные люди, любящие друг друга: никто не мог обидеть друг друга, и потому все должны были быть счастливы.","«Как могут они быть недовольны чем-то, — думала Наташа. — Особенно такой хороший, как этот Безухов?» На глаза Наташи, все бывшие на бале были одинаково добрые, милые, прекрасные люди, любящие друг друга: никто не мог обидеть друг друга, и потому все должны были быть СЧАСТЛИВЫ.",счастливы,счастливый,счастье,6
Natasha,Том второй,Часть третья,XXII,124,"Наташе казалось, что еще когда она в первый раз увидала князя Андрея в Отрадном, она влюбилась в него. Ее как будто пугало это странное, неожиданное счастье, что тот, кого она выбрала еще тогда (она твердо была уверена в этом), что тот самый теперь опять встретился ей и, как кажется, неравнодушен к ней. «И надо было ему нарочно теперь, когда мы здесь, приехать в Петербург. И надо было нам встретиться на этом бале. Все это судьба. Ясно, что это судьба, что все это велось к этому. Еще тогда, как только я увидала его, я почувствовала что-то особенное».","Наташе казалось, что еще когда она в первый раз увидала князя Андрея в Отрадном, она влюбилась в него. Ее как будто пугало это странное, неожиданное СЧАСТЬЕ, что тот, кого она выбрала еще тогда (она твердо была уверена в этом), что тот самый теперь опять встретился ей и, как кажется, неравнодушен к ней. «И надо было ему нарочно теперь, когда мы здесь, приехать в Петербург. И надо было нам встретиться на этом бале. Все это судьба. Ясно, что это судьба, что все это велось к этому. Еще тогда, как только я увидала его, я почувствовала что-то особенное».",счастье,счастие,счастье,6
Natasha,Том второй,Часть третья,XXIV,126,"Старый граф иногда подходил к князю Андрею, целовал его, спрашивал у него совета насчет воспитания Пети или службы Николая. Старая графиня вздыхала, глядя на них. Соня боялась всякую минуту быть лишней и старалась находить предлоги оставлять их одних, когда им этого и не нужно было. Когда князь Андрей говорил (он очень хорошо рассказывал), Наташа с гордостью слушала его; когда она говорила, то со страхом и радостью замечала, что он внимательно и испытующе смотрит на нее. Она с недоумением спрашивала себя; «Что он ищет во мне? Чего-то он добивается своим взглядом? Что, как нет во мне того, что он ищет этим взглядом?» Иногда она входила в свойственное ей безумно-веселое расположение духа, и тогда она особенно любила слушать и смотреть, как князь Андрей смеялся. Он редко смеялся, но зато когда он смеялся, то отдавался весь своему смеху, и всякий раз после этого смеха она чувствовала себя ближе к нему. Наташа была бы совершенно счастлива, ежели бы мысль о предстоящей и приближающейся разлуке не пугала ее.","Старый граф иногда подходил к князю Андрею, целовал его, спрашивал у него совета насчет воспитания Пети или службы Николая. Старая графиня вздыхала, глядя на них. Соня боялась всякую минуту быть лишней и старалась находить предлоги оставлять их одних, когда им этого и не нужно было. Когда князь Андрей говорил (он очень хорошо рассказывал), Наташа с гордостью слушала его; когда она говорила, то со страхом и радостью замечала, что он внимательно и испытующе смотрит на нее. Она с недоумением спрашивала себя; «Что он ищет во мне? Чего-то он добивается своим взглядом? Что, как нет во мне того, что он ищет этим взглядом?» Иногда она входила в свойственное ей безумно-веселое расположение духа, и тогда она особенно любила слушать и смотреть, как князь Андрей смеялся. Он редко смеялся, но зато когда он смеялся, то отдавался весь своему смеху, и всякий раз после этого смеха она чувствовала себя ближе к нему. Наташа была бы совершенно СЧАСТЛИВА, ежели бы мысль о предстоящей и приближающейся разлуке не пугала ее.",счастлива,счастливый,счастье,6
Natasha,Том второй,Часть четвертая,I,129,"— Что ж, ты рад? — спрашивала Наташа. — Я так теперь спокойна, счастлива.","— Что ж, ты рад? — спрашивала Наташа. — Я так теперь спокойна, СЧАСТЛИВА.",счастлива,счастливый,счастье,7
Natasha,Том второй,Часть четвертая,VII,135,"— О? — сказал удивленно дядюшка, глядя вопросительно на Наташу. Наташа с счастливой улыбкой утвердительно кивнула головой.","— О? — сказал удивленно дядюшка, глядя вопросительно на Наташу. Наташа с СЧАСТЛИВОЙ улыбкой утвердительно кивнула головой.",счастливой,счастливый,счастье,7
Natasha,Том второй,Часть четвертая,XII,140,"— Я так рада, так рада! Я уж сердилась на тебя. Я тебе не говорила, но ты дурно с ней поступал. Это такое сердце, Nicolas, как я рада! Я бываю гадкая, но мне совестно быть одной счастливой, без Сони, — продолжала Наташа. — Теперь я так рада, ну, беги к ней.","— Я так рада, так рада! Я уж сердилась на тебя. Я тебе не говорила, но ты дурно с ней поступал. Это такое сердце, Nicolas, как я рада! Я бываю гадкая, но мне совестно быть одной СЧАСТЛИВОЙ, без Сони, — продолжала Наташа. — Теперь я так рада, ну, беги к ней.",счастливой,счастливый,счастье,7
Natasha,Том второй,Часть четвертая,XII,140,"Приехав домой и рассказав матери о том, как они провели время у Мелюковых, барышни ушли к себе. Раздевшись, но не стирая пробочных усов, они долго сидели, разговаривая о своем счастье. Они говорили о том, как они будут жить замужем, как их мужья будут дружны и как они будут счастливы. На Наташином столе стояли еще с вечера приготовленные Дуняшей зеркала.","Приехав домой и рассказав матери о том, как они провели время у Мелюковых, барышни ушли к себе. Раздевшись, но не стирая пробочных усов, они долго сидели, разговаривая о своем СЧАСТЬЕ. Они говорили о том, как они будут жить замужем, как их мужья будут дружны и как они будут счастливы. На Наташином столе стояли еще с вечера приготовленные Дуняшей зеркала.",счастье,счастие,счастье,7
Natasha,Том второй,Часть пятая,VIII,149,"Наташа посмотрела по тому направлению, по которому смотрел отец, и увидала Жюли, которая с жемчугами на толстой красной шее (Наташа знала, обсыпанной пудрой) сидела с счастливым видом рядом с матерью. Позади их, с улыбкой, наклоненная ухом ко рту Жюли, виднелась гладко причесанная, красивая голова Бориса. Он исподлобья смотрел на Ростовых и, улыбаясь, говорил что-то своей невесте.","Наташа посмотрела по тому направлению, по которому смотрел отец, и увидала Жюли, которая с жемчугами на толстой красной шее (Наташа знала, обсыпанной пудрой) сидела с СЧАСТЛИВЫМ видом рядом с матерью. Позади их, с улыбкой, наклоненная ухом ко рту Жюли, виднелась гладко причесанная, красивая голова Бориса. Он исподлобья смотрел на Ростовых и, улыбаясь, говорил что-то своей невесте.",счастливым,счастливый,счастье,8
Natasha,Том второй,Часть пятая,X,151,"В четвертом акте был какой-то черт, который пел, махая рукою до тех пор, пока не выдвинули под ним доски и он не опустился туда. Наташа только это и видела из четвертого акта: что-то волновало и мучило ее, и причиной этого волнения был Курагин, за которым она невольно следила глазами. Когда они выходили из театра, Анатоль подошел к ним, вызвал их карету и подсаживал их. Подсаживая Наташу, он пожал ей руку выше кисти. Наташа, взволнованная, красная и счастливая, оглянулась на него. Он, блестя своими глазами и нежно улыбаясь, смотрел на нее.","В четвертом акте был какой-то черт, который пел, махая рукою до тех пор, пока не выдвинули под ним доски и он не опустился туда. Наташа только это и видела из четвертого акта: что-то волновало и мучило ее, и причиной этого волнения был Курагин, за которым она невольно следила глазами. Когда они выходили из театра, Анатоль подошел к ним, вызвал их карету и подсаживал их. Подсаживая Наташу, он пожал ей руку выше кисти. Наташа, взволнованная, красная и СЧАСТЛИВАЯ, оглянулась на него. Он, блестя своими глазами и нежно улыбаясь, смотрел на нее.",счастливая,счастливый,счастье,8
Natasha,Том второй,Часть пятая,XII,153,"С лица Наташи не сходила улыбка удовольствия. Она чувствовала себя счастливой и расцветающей под похвалами этой милой графини Безуховой, казавшейся ей прежде такой неприступной и важной дамой и бывшей теперь такою доброй с ней. Наташе стало весело, и она чувствовала себя почти влюбленной в эту такую красивую и такую добродушную женщину. Элен с своей стороны искренно восхищалась Наташей и желала повеселить ее. Анатоль просил ее свести его с Наташей, и для этого она приехала к Ростовым. Мысль свести брата с Наташей забавляла ее.","С лица Наташи не сходила улыбка удовольствия. Она чувствовала себя СЧАСТЛИВОЙ и расцветающей под похвалами этой милой графини Безуховой, казавшейся ей прежде такой неприступной и важной дамой и бывшей теперь такою доброй с ней. Наташе стало весело, и она чувствовала себя почти влюбленной в эту такую красивую и такую добродушную женщину. Элен с своей стороны искренно восхищалась Наташей и желала повеселить ее. Анатоль просил ее свести его с Наташей, и для этого она приехала к Ростовым. Мысль свести брата с Наташей забавляла ее.",счастливой,счастливый,счастье,8
Natasha,Том второй,Часть пятая,XV,156,"Она читала и взглядывала на спящую Наташу, на лице ее отыскивая объяснения того, что она читала, и не находила его. Лицо было тихое, кроткое и счастливое. Схватившись за грудь, чтобы не задохнуться. Соня, бледная и дрожащая от страха и волнения, села на кресло и залилась слезами.","Она читала и взглядывала на спящую Наташу, на лице ее отыскивая объяснения того, что она читала, и не находила его. Лицо было тихое, кроткое и СЧАСТЛИВОЕ. Схватившись за грудь, чтобы не задохнуться. Соня, бледная и дрожащая от страха и волнения, села на кресло и залилась слезами.",счастливое,счастливый,счастье,8
Natasha,Том второй,Часть пятая,XV,156,"— Три дня, — сказала Наташа. — Мне, кажется, я сто лет люблю его. Мне кажется, что я никого никогда не любила прежде его. Да и не любила никого так, как его. Ты этого не можешь понять, Соня, постой, садись тут. — Наташа обняла и поцеловала ее. — Мне говорили, что это бывает, и ты, верно, слышала, но я теперь только испытала эту любовь. Это не то, что прежде. Как только я увидала его, я почувствовала, что он мой властелин, а я раба его и что я не могу не любить его. Да, раба! Что он мне велит, то я и сделаю. Ты не понимаешь этого. Что ж мне делать? Что ж мне делать, Соня? — говорила Наташа с счастливым и испуганным лицом.","— Три дня, — сказала Наташа. — Мне, кажется, я сто лет люблю его. Мне кажется, что я никого никогда не любила прежде его. Да и не любила никого так, как его. Ты этого не можешь понять, Соня, постой, садись тут. — Наташа обняла и поцеловала ее. — Мне говорили, что это бывает, и ты, верно, слышала, но я теперь только испытала эту любовь. Это не то, что прежде. Как только я увидала его, я почувствовала, что он мой властелин, а я раба его и что я не могу не любить его. Да, раба! Что он мне велит, то я и сделаю. Ты не понимаешь этого. Что ж мне делать? Что ж мне делать, Соня? — говорила Наташа с СЧАСТЛИВЫМ и испуганным лицом.",счастливым,счастливый,счастье,8
Natasha,Том третий,Часть первая,XVI,179,"Болезнь Наташи была так серьезна, что, к счастию ее и к счастию родных, мысль о всем том, что было причиной ее болезни, ее поступок и разрыв с женихом перешли на второй план. Она была так больна, что нельзя было думать о том, насколько она была виновата во всем случившемся, тогда как она не ела, не спала, заметно худела, кашляла и была, как давали чувствовать доктора, в опасности. Надо было думать только о том, чтобы помочь ей. Доктора ездили к Наташе и отдельно и консилиумами, говорили много по-французски, по-немецки и по-латыни, осуждали один другого, прописывали самые разнообразные лекарства от всех им известных болезней; но ни одному из них не приходила в голову та простая мысль, что им не может быть известна та болезнь, которой страдала Наташа, как не может быть известна ни одна болезнь, которой одержим живой человек: ибо каждый живой человек имеет свои особенности и всегда имеет особенную и свою новую сложную, неизвестную медицине болезнь, не болезнь легких, печени, кожи, сердца, нервов и т. д., записанных в медицине, но болезнь, состоящую из одного из бесчисленных соединений в страданиях этих органов. Эта простая мысль не могла приходить докторам (так же, как не может прийти колдуну мысль, что он не может колдовать) потому, что их дело жизни состояло в том, чтобы лечить, потому, что за то они получали деньги, и потому, что на это дело они потратили лучшие годы своей жизни. Но главное — мысль эта не могла прийти докторам потому, что они видели, что они несомненно полезны, и были действительно полезны для всех домашних Ростовых. Они были полезны не потому, что заставляли проглатывать больную большей частью вредные вещества (вред этот был мало чувствителен, потому что вредные вещества давались в малом количестве), но они полезны, необходимы, неизбежны были (причина — почему всегда есть и будут мнимые излечители, ворожеи, гомеопаты и аллопаты) потому, что они удовлетворяли нравственной потребности больной и людей, любящих больную. Они удовлетворяли той вечной человеческой потребности надежды на облегчение, потребности сочувствия и деятельности, которые испытывает человек во время страдания. Они удовлетворяли той вечной, человеческой — заметной в ребенке в самой первобытной форме — потребности потереть то место, которое ушиблено. Ребенок убьется и тотчас же бежит в руки матери, няньки для того, чтобы ему поцеловали и потерли больное место, и ему делается легче, когда больное место потрут или поцелуют. Ребенок не верит, чтобы у сильнейших и мудрейших его не было средств помочь его боли. И надежда на облегчение и выражение сочувствия в то время, как мать трет его шишку, утешают его. Доктора для Натащи были полезны тем, что они целовали и терли бобо, уверяя, что сейчас пройдет, ежели кучер съездит в арбатскую аптеку и возьмет на рубль семь гривен порошков и пилюль в хорошенькой коробочке и ежели порошки эти непременно через два часа, никак не больше и не меньше, будет в отварной воде принимать больная.","Болезнь Наташи была так серьезна, что, к СЧАСТИЮ ее и к СЧАСТИЮ родных, мысль о всем том, что было причиной ее болезни, ее поступок и разрыв с женихом перешли на второй план. Она была так больна, что нельзя было думать о том, насколько она была виновата во всем случившемся, тогда как она не ела, не спала, заметно худела, кашляла и была, как давали чувствовать доктора, в опасности. Надо было думать только о том, чтобы помочь ей. Доктора ездили к Наташе и отдельно и консилиумами, говорили много по-французски, по-немецки и по-латыни, осуждали один другого, прописывали самые разнообразные лекарства от всех им известных болезней; но ни одному из них не приходила в голову та простая мысль, что им не может быть известна та болезнь, которой страдала Наташа, как не может быть известна ни одна болезнь, которой одержим живой человек: ибо каждый живой человек имеет свои особенности и всегда имеет особенную и свою новую сложную, неизвестную медицине болезнь, не болезнь легких, печени, кожи, сердца, нервов и т. д., записанных в медицине, но болезнь, состоящую из одного из бесчисленных соединений в страданиях этих органов. Эта простая мысль не могла приходить докторам (так же, как не может прийти колдуну мысль, что он не может колдовать) потому, что их дело жизни состояло в том, чтобы лечить, потому, что за то они получали деньги, и потому, что на это дело они потратили лучшие годы своей жизни. Но главное — мысль эта не могла прийти докторам потому, что они видели, что они несомненно полезны, и были действительно полезны для всех домашних Ростовых. Они были полезны не потому, что заставляли проглатывать больную большей частью вредные вещества (вред этот был мало чувствителен, потому что вредные вещества давались в малом количестве), но они полезны, необходимы, неизбежны были (причина — почему всегда есть и будут мнимые излечители, ворожеи, гомеопаты и аллопаты) потому, что они удовлетворяли нравственной потребности больной и людей, любящих больную. Они удовлетворяли той вечной человеческой потребности надежды на облегчение, потребности сочувствия и деятельности, которые испытывает человек во время страдания. Они удовлетворяли той вечной, человеческой — заметной в ребенке в самой первобытной форме — потребности потереть то место, которое ушиблено. Ребенок убьется и тотчас же бежит в руки матери, няньки для того, чтобы ему поцеловали и потерли больное место, и ему делается легче, когда больное место потрут или поцелуют. Ребенок не верит, чтобы у сильнейших и мудрейших его не было средств помочь его боли. И надежда на облегчение и выражение сочувствия в то время, как мать трет его шишку, утешают его. Доктора для Натащи были полезны тем, что они целовали и терли бобо, уверяя, что сейчас пройдет, ежели кучер съездит в арбатскую аптеку и возьмет на рубль семь гривен порошков и пилюль в хорошенькой коробочке и ежели порошки эти непременно через два часа, никак не больше и не меньше, будет в отварной воде принимать больная.",счастию,счастие,счастье,9
